SNP,not_fixed,ref_fixed,alt_fixed,total,not_fixed_prop,ref_fixed_prop,alt_fixed_prop,not_fixed_exp,ref_fixed_exp,alt_fixed_exp,chi_sq,p.value,p.adj.BH,p.adj.bonf,p.adj.holm
29381152_485378,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381156_1159650,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381156_898974,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29381176_408252,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381239_1490475,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381239_581977,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29381244_1276592,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381244_1276601,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381291_3953277,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381311_487942,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29381369_2688539,0,10,2,12,0,0.833333333,0.166666667,0.75,5.625,5.625,6.488888889,0.03899022,0.179291798,1,1
29381369_2688907,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381369_4728776,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381369_4729260,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381445_813689,0,3,9,12,0,0.25,0.75,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381445_813690,0,3,9,12,0,0.25,0.75,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381445_813710,0,2,10,12,0,0.166666667,0.833333333,0.75,5.625,5.625,6.488888889,0.03899022,0.179291798,1,1
29381478_1873833,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381493_412990,0,10,2,12,0,0.833333333,0.166666667,0.75,5.625,5.625,6.488888889,0.03899022,0.179291798,1,1
29381521_1064265,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29381521_1548716,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381521_710228,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381523_6977289,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381523_6986913,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381523_6986978,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381523_7038206,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381524_697274,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29381560_2666640,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381560_2666784,0,4,8,12,0,0.333333333,0.666666667,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29381578_256822,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29381578_256985,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29381578_256992,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381604_1038113,0,2,10,12,0,0.166666667,0.833333333,0.75,5.625,5.625,6.488888889,0.03899022,0.179291798,1,1
29381636_1528692,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381654_312982,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381654_313024,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381701_1449335,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381701_3043816,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381701_3045179,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381735_11634,0,4,8,12,0,0.333333333,0.666666667,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29381735_11636,0,4,8,12,0,0.333333333,0.666666667,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29381750_4273647,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29381750_4340269,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29381750_4340313,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29381751_278243,0,3,9,12,0,0.25,0.75,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381751_278628,0,2,10,12,0,0.166666667,0.833333333,0.75,5.625,5.625,6.488888889,0.03899022,0.179291798,1,1
29381751_278733,0,3,9,12,0,0.25,0.75,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381751_298436,0,3,9,12,0,0.25,0.75,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381762_3940566,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29381762_3974215,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29381762_5130632,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29381775_1458393,0,3,9,12,0,0.25,0.75,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29381778_1000043,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381804_3073784,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381804_4507802,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29381820_289714,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381820_289785,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381924_2031713,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381924_2586718,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381925_1046137,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381927_343508,0,4,8,12,0,0.333333333,0.666666667,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29381927_343513,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381927_343592,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381929_3735027,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381936_309143,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381939_804970,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381956_737865,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29381956_739471,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381965_1385704,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381996_1422003,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381996_1824632,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381996_1824633,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381996_1892676,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381996_1892929,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381996_1964085,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381996_1964182,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29381996_696276,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29382020_218341,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382040_3641099,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382040_3685980,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382049_10742317,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29382080_1156901,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29382080_1159172,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29382080_1159180,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29382097_3187490,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29382097_3187580,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29382097_3187703,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29382102_2348339,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29382102_2348449,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29382119_1265495,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29382119_1477911,0,10,2,12,0,0.833333333,0.166666667,0.75,5.625,5.625,6.488888889,0.03899022,0.179291798,1,1
29382119_1668746,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29382119_1668784,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29382119_1714865,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29382119_1714919,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29382119_1714944,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29382119_1714958,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29382119_1714959,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29382119_1714981,0,9,3,12,0,0.75,0.25,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29382132_401518,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382158_125894,0,5,7,12,0,0.416666667,0.583333333,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29382167_20820,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29382193_186358,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29382193_77935,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29382195_5717522,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29382233_142717,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382301_1571364,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29382325_504792,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382325_572323,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382325_572333,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382325_572334,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382325_572335,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382354_3090082,0,3,9,12,0,0.25,0.75,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29382371_390912,0,3,9,12,0,0.25,0.75,0.75,5.625,5.625,4,0.135335283,0.461723438,1,1
29382378_1234251,0,4,8,12,0,0.333333333,0.666666667,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382378_536451,0,4,8,12,0,0.333333333,0.666666667,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382404_717316,0,6,6,12,0,0.5,0.5,0.75,5.625,5.625,0.8,0.670320046,0.815201147,1,1
29382444_28264,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382444_28267,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382452_251440,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29382452_286793,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29382466_2536204,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382466_307656,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382473_410675,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382473_50160,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29382475_1911375,0,8,4,12,0,0.666666667,0.333333333,0.75,5.625,5.625,2.222222222,0.329192988,0.730759247,1,1
29382498_911959,0,7,5,12,0,0.583333333,0.416666667,0.75,5.625,5.625,1.155555556,0.561143969,0.815201147,1,1
29004223_2844,10,3,0,13,0.769230769,0.230769231,0,0.8125,6.09375,6.09375,111.5538462,5.98E-25,1.77E-23,3.73E-21,3.60E-21
29336465_36899,1,2,10,13,0.076923077,0.153846154,0.769230769,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.285529846,1,1
29336622_261123,1,4,8,13,0.076923077,0.307692308,0.615384615,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
29336622_261147,1,5,7,13,0.076923077,0.384615385,0.538461538,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
29336980_171571,3,8,2,13,0.230769231,0.615384615,0.153846154,0.8125,6.09375,6.09375,9.235897436,0.009873028,0.051858327,1,1
29346209_125823,4,6,3,13,0.307692308,0.461538462,0.230769231,0.8125,6.09375,6.09375,14.07692308,0.000877475,0.00520975,1,1
29350508_1027648,1,8,4,13,0.076923077,0.615384615,0.307692308,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
29352159_494892,1,4,8,13,0.076923077,0.307692308,0.615384615,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
29353611_135677,7,6,0,13,0.538461538,0.461538462,0,0.8125,6.09375,6.09375,53.21538462,2.78E-12,2.99E-11,1.74E-08,1.58E-08
29355586_39448,8,5,0,13,0.615384615,0.384615385,0,0.8125,6.09375,6.09375,69.87179487,6.72E-16,9.28E-15,4.19E-12,3.90E-12
29364006_49095,1,7,5,13,0.076923077,0.538461538,0.384615385,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
293683531_284533,5,8,0,13,0.384615385,0.615384615,0,0.8125,6.09375,6.09375,28.27179487,7.26E-07,5.42E-06,0.004529417,0.00393348
293683531_284534,5,8,0,13,0.384615385,0.615384615,0,0.8125,6.09375,6.09375,28.27179487,7.26E-07,5.42E-06,0.004529417,0.00393348
29371212_81412,5,8,0,13,0.384615385,0.615384615,0,0.8125,6.09375,6.09375,28.27179487,7.26E-07,5.42E-06,0.004529417,0.00393348
29371212_81418,5,8,0,13,0.384615385,0.615384615,0,0.8125,6.09375,6.09375,28.27179487,7.26E-07,5.42E-06,0.004529417,0.00393348
29371894_8564,2,6,5,13,0.153846154,0.461538462,0.384615385,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29372212_425165,2,6,5,13,0.153846154,0.461538462,0.384615385,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29372212_429190,2,5,6,13,0.153846154,0.384615385,0.461538462,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29375018_211053,7,6,0,13,0.538461538,0.461538462,0,0.8125,6.09375,6.09375,53.21538462,2.78E-12,2.99E-11,1.74E-08,1.58E-08
29375018_255048,6,7,0,13,0.461538462,0.538461538,0,0.8125,6.09375,6.09375,39.34871795,2.85E-09,2.57E-08,1.78E-05,1.59E-05
29377012_181181,1,7,5,13,0.076923077,0.538461538,0.384615385,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
29377012_181216,1,7,5,13,0.076923077,0.538461538,0.384615385,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
29377012_181217,1,7,5,13,0.076923077,0.538461538,0.384615385,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
29377012_292550,1,6,6,13,0.076923077,0.461538462,0.461538462,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.985239753,1,1
29377027_799479,1,6,6,13,0.076923077,0.461538462,0.461538462,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.985239753,1,1
29377099_1984731,2,8,3,13,0.153846154,0.615384615,0.230769231,0.8125,6.09375,6.09375,3.902564103,0.142091786,0.483452968,1,1
29377170_9969030,1,5,7,13,0.076923077,0.384615385,0.538461538,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
29377174_325555,6,7,0,13,0.461538462,0.538461538,0,0.8125,6.09375,6.09375,39.34871795,2.85E-09,2.57E-08,1.78E-05,1.59E-05
29377188_240971,6,2,5,13,0.461538462,0.153846154,0.384615385,0.8125,6.09375,6.09375,36.06666667,1.47E-08,1.30E-07,9.19E-05,8.15E-05
29377207_335058,1,6,6,13,0.076923077,0.461538462,0.461538462,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.985239753,1,1
29377225_2857501,7,6,0,13,0.538461538,0.461538462,0,0.8125,6.09375,6.09375,53.21538462,2.78E-12,2.99E-11,1.74E-08,1.58E-08
29377225_2857652,11,2,0,13,0.846153846,0.153846154,0,0.8125,6.09375,6.09375,136.5794872,2.20E-30,1.08E-28,1.37E-26,1.34E-26
29377236_1413445,2,7,4,13,0.153846154,0.538461538,0.307692308,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.703128182,1,1
29377236_448498,2,8,3,13,0.153846154,0.615384615,0.230769231,0.8125,6.09375,6.09375,3.902564103,0.142091786,0.483452968,1,1
29377236_965824,2,7,4,13,0.153846154,0.538461538,0.307692308,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.703128182,1,1
29377248_1026013,2,7,4,13,0.153846154,0.538461538,0.307692308,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.703128182,1,1
29377248_1626635,1,7,5,13,0.076923077,0.538461538,0.384615385,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
29377251_1521691,2,5,6,13,0.153846154,0.384615385,0.461538462,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377251_1521694,2,5,6,13,0.153846154,0.384615385,0.461538462,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377251_1521787,2,5,6,13,0.153846154,0.384615385,0.461538462,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377251_1521788,2,5,6,13,0.153846154,0.384615385,0.461538462,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377251_1521830,2,5,6,13,0.153846154,0.384615385,0.461538462,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377260_1429620,7,6,0,13,0.538461538,0.461538462,0,0.8125,6.09375,6.09375,53.21538462,2.78E-12,2.99E-11,1.74E-08,1.58E-08
29377260_1429625,6,7,0,13,0.461538462,0.538461538,0,0.8125,6.09375,6.09375,39.34871795,2.85E-09,2.57E-08,1.78E-05,1.59E-05
29377260_680243,1,3,9,13,0.076923077,0.230769231,0.692307692,0.8125,6.09375,6.09375,3,0.22313016,0.632631248,1,1
29377260_688835,1,2,10,13,0.076923077,0.153846154,0.769230769,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.285529846,1,1
29377274_1504439,2,6,5,13,0.153846154,0.461538462,0.384615385,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377274_1504493,2,6,5,13,0.153846154,0.461538462,0.384615385,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377274_1505765,1,7,5,13,0.076923077,0.538461538,0.384615385,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
29377274_1586426,2,6,5,13,0.153846154,0.461538462,0.384615385,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377274_1586446,2,6,5,13,0.153846154,0.461538462,0.384615385,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377274_1586454,2,6,5,13,0.153846154,0.461538462,0.384615385,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377309_383275,2,5,6,13,0.153846154,0.384615385,0.461538462,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377321_594833,1,9,3,13,0.076923077,0.692307692,0.230769231,0.8125,6.09375,6.09375,3,0.22313016,0.632631248,1,1
29377336_1084952,1,8,4,13,0.076923077,0.615384615,0.307692308,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
29377337_1662482,1,6,6,13,0.076923077,0.461538462,0.461538462,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.985239753,1,1
29377343_3563776,1,8,4,13,0.076923077,0.615384615,0.307692308,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
29377349_1201639,3,4,6,13,0.230769231,0.307692308,0.461538462,0.8125,6.09375,6.09375,6.61025641,0.036694507,0.172549905,1,1
29377375_1738446,1,10,2,13,0.076923077,0.769230769,0.153846154,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.285529846,1,1
29377420_2388215,1,7,5,13,0.076923077,0.538461538,0.384615385,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
29377464_1053087,5,4,4,13,0.384615385,0.307692308,0.307692308,0.8125,6.09375,6.09375,23.02051282,1.00E-05,6.79E-05,0.062566771,0.05335221
29377480_833226,2,11,0,13,0.153846154,0.846153846,0,0.8125,6.09375,6.09375,11.77948718,0.002767686,0.015858919,1,1
29377503_625938,1,4,8,13,0.076923077,0.307692308,0.615384615,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
29377552_213129,1,7,5,13,0.076923077,0.538461538,0.384615385,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
29377567_875864,1,6,6,13,0.076923077,0.461538462,0.461538462,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.985239753,1,1
29377604_712797,1,8,4,13,0.076923077,0.615384615,0.307692308,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
29377608_61196,4,9,0,13,0.307692308,0.692307692,0,0.8125,6.09375,6.09375,19.98461538,4.58E-05,0.000297688,0.285483161,0.241882929
29377610_4127378,2,5,6,13,0.153846154,0.384615385,0.461538462,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377614_1634408,1,8,4,13,0.076923077,0.615384615,0.307692308,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
29377617_1590194,1,8,4,13,0.076923077,0.615384615,0.307692308,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
29377711_294803,2,6,5,13,0.153846154,0.461538462,0.384615385,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.789637412,1,1
29377719_2877680,1,8,4,13,0.076923077,0.615384615,0.307692308,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
29377719_2877681,1,8,4,13,0.076923077,0.615384615,0.307692308,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
29377726_1369218,1,9,3,13,0.076923077,0.692307692,0.230769231,0.8125,6.09375,6.09375,3,0.22313016,0.632631248,1,1
29377768_2304877,5,6,2,13,0.384615385,0.461538462,0.153846154,0.8125,6.09375,6.09375,24.33333333,5.20E-06,3.70E-05,0.032454012,0.027897968
29377793_298030,1,7,5,13,0.076923077,0.538461538,0.384615385,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
29377793_867950,1,7,5,13,0.076923077,0.538461538,0.384615385,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
29377821_2798182,3,6,4,13,0.230769231,0.461538462,0.307692308,0.8125,6.09375,6.09375,6.61025641,0.036694507,0.172549905,1,1
29377821_2798929,5,8,0,13,0.384615385,0.615384615,0,0.8125,6.09375,6.09375,28.27179487,7.26E-07,5.42E-06,0.004529417,0.00393348
29377896_4226381,7,6,0,13,0.538461538,0.461538462,0,0.8125,6.09375,6.09375,53.21538462,2.78E-12,2.99E-11,1.74E-08,1.58E-08
29377931_4172794,1,9,3,13,0.076923077,0.692307692,0.230769231,0.8125,6.09375,6.09375,3,0.22313016,0.632631248,1,1
29377932_6405,1,5,7,13,0.076923077,0.384615385,0.538461538,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.905739589,1,1
29377959_1398025,2,11,0,13,0.153846154,0.846153846,0,0.8125,6.09375,6.09375,11.77948718,0.002767686,0.015858919,1,1
29377973_430199,1,8,4,13,0.076923077,0.615384615,0.307692308,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
29377973_430251,1,8,4,13,0.076923077,0.615384615,0.307692308,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.815201147,1,1
