SNP,s_giganteum_chr_name,LG,WRC_scaffold,map_position,WRC_scaffold_length,position,accurate_pos,distance_from_origin
29378226_978916,CM021105.1,6,29378226,61562942,5986841,978916,62541858,62140252
29382139_1273981,CM021105.1,6,29382139,61562947,1644629,1273981,62836928,62435322
29378226_1359378,CM021105.1,6,29378226,61562942,5986841,1359378,62922320,62520714
29378226_1359449,CM021105.1,6,29378226,61562942,5986841,1359449,62922391,62520785
29378226_1391901,CM021105.1,6,29378226,61562942,5986841,1391901,62954843,62553237
29378226_1403044,CM021105.1,6,29378226,61562942,5986841,1403044,62965986,62564380
29377708_1471245,CM021105.1,6,29377708,61568567,2510402,1471245,63039812,62638206
29377708_1471654,CM021105.1,6,29377708,61568567,2510402,1471654,63040221,62638615
29377708_1471659,CM021105.1,6,29377708,61568567,2510402,1471659,63040226,62638620
29378226_1479211,CM021105.1,6,29378226,61562942,5986841,1479211,63042153,62640547
29378226_1479216,CM021105.1,6,29378226,61562942,5986841,1479216,63042158,62640552
29378226_1479254,CM021105.1,6,29378226,61562942,5986841,1479254,63042196,62640590
29378226_1479304,CM021105.1,6,29378226,61562942,5986841,1479304,63042246,62640640
29380742_1635809,CM021105.1,6,29380742,61565505,3343503,1635809,63201314,62799708
29380742_1635819,CM021105.1,6,29380742,61565505,3343503,1635819,63201324,62799718
29377821_1853640,CM021105.1,6,29377821,61562945,3968772,1853640,63416585,63014979
29380742_1857832,CM021105.1,6,29380742,61565505,3343503,1857832,63423337,63021731
29381599_2121479,CM021105.1,6,29381599,61562939,2555860,2121479,63684418,63282812
29377708_2155108,CM021105.1,6,29377708,61568567,2510402,2155108,63723675,63322069
29377708_2157886,CM021105.1,6,29377708,61568567,2510402,2157886,63726453,63324847
29377708_2157921,CM021105.1,6,29377708,61568567,2510402,2157921,63726488,63324882
29380742_2756653,CM021105.1,6,29380742,61565505,3343503,2756653,64322158,63920552
29380742_2756688,CM021105.1,6,29380742,61565505,3343503,2756688,64322193,63920587
29377821_2798182,CM021105.1,6,29377821,61562945,3968772,2798182,64361127,63959521
29377821_2798226,CM021105.1,6,29377821,61562945,3968772,2798226,64361171,63959565
29377821_2798228,CM021105.1,6,29377821,61562945,3968772,2798228,64361173,63959567
29377821_2798240,CM021105.1,6,29377821,61562945,3968772,2798240,64361185,63959579
29377821_2798920,CM021105.1,6,29377821,61562945,3968772,2798920,64361865,63960259
29377821_2798929,CM021105.1,6,29377821,61562945,3968772,2798929,64361874,63960268
29377821_2798934,CM021105.1,6,29377821,61562945,3968772,2798934,64361879,63960273
29377821_2798966,CM021105.1,6,29377821,61562945,3968772,2798966,64361911,63960305
29377821_2798977,CM021105.1,6,29377821,61562945,3968772,2798977,64361922,63960316
29377821_2799027,CM021105.1,6,29377821,61562945,3968772,2799027,64361972,63960366
29377821_2799047,CM021105.1,6,29377821,61562945,3968772,2799047,64361992,63960386
29378226_4494638,CM021105.1,6,29378226,61562942,5986841,4494638,66057580,65655974
29378226_4497324,CM021105.1,6,29378226,61562942,5986841,4497324,66060266,65658660
29378226_4497358,CM021105.1,6,29378226,61562942,5986841,4497358,66060300,65658694
29378226_4501826,CM021105.1,6,29378226,61562942,5986841,4501826,66064768,65663162
29378226_4961228,CM021105.1,6,29378226,61562942,5986841,4961228,66524170,66122564
29378226_5009185,CM021105.1,6,29378226,61562942,5986841,5009185,66572127,66170521
29378226_5012985,CM021105.1,6,29378226,61562942,5986841,5012985,66575927,66174321
29378226_5014785,CM021105.1,6,29378226,61562942,5986841,5014785,66577727,66176121
29378226_5014801,CM021105.1,6,29378226,61562942,5986841,5014801,66577743,66176137
29378226_5014834,CM021105.1,6,29378226,61562942,5986841,5014834,66577776,66176170
29378754_105513,CM021105.1,6,29378754,78139299,516281,105513,78244812,77843206
29378754_106065,CM021105.1,6,29378754,78139299,516281,106065,78245364,77843758
29346740_189355,CM021105.1,6,29346740,99963846,448769,189355,100153201,99751595
29346740_189363,CM021105.1,6,29346740,99963846,448769,189363,100153209,99751603
29366303_71781,CM021105.1,6,29366303,127138649,211152,71781,127210430,126808824
29366303_88429,CM021105.1,6,29366303,127138649,211152,88429,127227078,126825472
29365582_19761,CM021105.1,6,29365582,140185098,21311,19761,140204859,139803253
29365582_19819,CM021105.1,6,29365582,140185098,21311,19819,140204917,139803311
29380448_1403990,CM021105.1,6,29380448,160387244,1718604,1403990,161791234,161389628
29380448_1403997,CM021105.1,6,29380448,160387244,1718604,1403997,161791241,161389635
29237346_4293,CM021105.1,6,29237346,179164342,6598,4293,179168635,178767029
29380730_47338,CM021105.1,6,29380730,186094412,2905601,47338,186141750,185740144
29380730_47405,CM021105.1,6,29380730,186094412,2905601,47405,186141817,185740211
29380730_222657,CM021105.1,6,29380730,186094412,2905601,222657,186317069,185915463
29380730_222871,CM021105.1,6,29380730,186094412,2905601,222871,186317283,185915677
29380111_302644,CM021105.1,6,29380111,186095082,2249197,302644,186397726,185996120
29380111_302776,CM021105.1,6,29380111,186095082,2249197,302776,186397858,185996252
29380880_370025,CM021105.1,6,29380880,186097555,1944544,370025,186467580,186065974
29380880_370038,CM021105.1,6,29380880,186097555,1944544,370038,186467593,186065987
29380880_370059,CM021105.1,6,29380880,186097555,1944544,370059,186467614,186066008
29380880_370060,CM021105.1,6,29380880,186097555,1944544,370060,186467615,186066009
29380880_370101,CM021105.1,6,29380880,186097555,1944544,370101,186467656,186066050
29377431_382762,CM021105.1,6,29377431,186096295,710212,382762,186479057,186077451
29377431_382794,CM021105.1,6,29377431,186096295,710212,382794,186479089,186077483
29380880_408910,CM021105.1,6,29380880,186097555,1944544,408910,186506465,186104859
29380880_409409,CM021105.1,6,29380880,186097555,1944544,409409,186506964,186105358
29380111_439803,CM021105.1,6,29380111,186095082,2249197,439803,186534885,186133279
29380880_522261,CM021105.1,6,29380880,186097555,1944544,522261,186619816,186218210
29381802_606240,CM021105.1,6,29381802,186095701,720816,606240,186701941,186300335
29381802_608530,CM021105.1,6,29381802,186095701,720816,608530,186704231,186302625
29382012_698331,CM021105.1,6,29382012,186073454,4271835,698331,186771785,186370179
29382012_698348,CM021105.1,6,29382012,186073454,4271835,698348,186771802,186370196
29377558_808622,CM021105.1,6,29377558,186073454,2755137,808622,186882076,186480470
29377558_808626,CM021105.1,6,29377558,186073454,2755137,808626,186882080,186480474
29380880_897739,CM021105.1,6,29380880,186097555,1944544,897739,186995294,186593688
29380880_897778,CM021105.1,6,29380880,186097555,1944544,897778,186995333,186593727
29380880_943472,CM021105.1,6,29380880,186097555,1944544,943472,187041027,186639421
29380776_1097528,CM021105.1,6,29380776,186095227,2748584,1097528,187192755,186791149
29380776_1097700,CM021105.1,6,29380776,186095227,2748584,1097700,187192927,186791321
29380776_1097701,CM021105.1,6,29380776,186095227,2748584,1097701,187192928,186791322
29380229_1522350,CM021105.1,6,29380229,186095539,2652320,1522350,187617889,187216283
29378346_1680379,CM021105.1,6,29378346,186073451,2738417,1680379,187753830,187352224
29377370_1711433,CM021105.1,6,29377370,186095870,3461150,1711433,187807303,187405697
29377370_1786893,CM021105.1,6,29377370,186095870,3461150,1786893,187882763,187481157
29380880_1797435,CM021105.1,6,29380880,186097555,1944544,1797435,187894990,187493384
29380880_1833132,CM021105.1,6,29380880,186097555,1944544,1833132,187930687,187529081
29380229_2150040,CM021105.1,6,29380229,186095539,2652320,2150040,188245579,187843973
29380229_2150055,CM021105.1,6,29380229,186095539,2652320,2150055,188245594,187843988
29380229_2150065,CM021105.1,6,29380229,186095539,2652320,2150065,188245604,187843998
29377558_2259099,CM021105.1,6,29377558,186073454,2755137,2259099,188332553,187930947
29377558_2259322,CM021105.1,6,29377558,186073454,2755137,2259322,188332776,187931170
29377558_2259347,CM021105.1,6,29377558,186073454,2755137,2259347,188332801,187931195
29377558_2271597,CM021105.1,6,29377558,186073454,2755137,2271597,188345051,187943445
29377558_2271621,CM021105.1,6,29377558,186073454,2755137,2271621,188345075,187943469
29377558_2271633,CM021105.1,6,29377558,186073454,2755137,2271633,188345087,187943481
29377558_2271684,CM021105.1,6,29377558,186073454,2755137,2271684,188345138,187943532
29377558_2274927,CM021105.1,6,29377558,186073454,2755137,2274927,188348381,187946775
29377558_2274996,CM021105.1,6,29377558,186073454,2755137,2274996,188348450,187946844
29377558_2283826,CM021105.1,6,29377558,186073454,2755137,2283826,188357280,187955674
29377558_2400575,CM021105.1,6,29377558,186073454,2755137,2400575,188474029,188072423
29377558_2400676,CM021105.1,6,29377558,186073454,2755137,2400676,188474130,188072524
29377558_2400695,CM021105.1,6,29377558,186073454,2755137,2400695,188474149,188072543
29380730_2629292,CM021105.1,6,29380730,186094412,2905601,2629292,188723704,188322098
29380730_2629302,CM021105.1,6,29380730,186094412,2905601,2629302,188723714,188322108
29377370_2995297,CM021105.1,6,29377370,186095870,3461150,2995297,189091167,188689561
29377370_2995302,CM021105.1,6,29377370,186095870,3461150,2995302,189091172,188689566
29377050_3002930,CM021105.1,6,29377050,186095549,3100522,3002930,189098479,188696873
29377050_3002978,CM021105.1,6,29377050,186095549,3100522,3002978,189098527,188696921
29377050_3003041,CM021105.1,6,29377050,186095549,3100522,3003041,189098590,188696984
29377050_3003101,CM021105.1,6,29377050,186095549,3100522,3003101,189098650,188697044
29377050_3003116,CM021105.1,6,29377050,186095549,3100522,3003116,189098665,188697059
29377370_3045774,CM021105.1,6,29377370,186095870,3461150,3045774,189141644,188740038
29377370_3045775,CM021105.1,6,29377370,186095870,3461150,3045775,189141645,188740039
29377370_3045879,CM021105.1,6,29377370,186095870,3461150,3045879,189141749,188740143
29382012_3431169,CM021105.1,6,29382012,186073454,4271835,3431169,189504623,189103017
29382012_3618364,CM021105.1,6,29382012,186073454,4271835,3618364,189691818,189290212
29382012_3619235,CM021105.1,6,29382012,186073454,4271835,3619235,189692689,189291083
29382012_3622310,CM021105.1,6,29382012,186073454,4271835,3622310,189695764,189294158
29379437_13917,CM021105.1,6,29379437,196035093,777084,13917,196049010,195647404
29342906_156364,CM021105.1,6,29342906,196303856,194152,156364,196460220,196058614
29342906_156369,CM021105.1,6,29342906,196303856,194152,156369,196460225,196058619
29342906_156397,CM021105.1,6,29342906,196303856,194152,156397,196460253,196058647
29342906_156445,CM021105.1,6,29342906,196303856,194152,156445,196460301,196058695
29379437_755314,CM021105.1,6,29379437,196035093,777084,755314,196790407,196388801
29336259_27607,CM021105.1,6,29336259,202210534,67993,27607,202238141,201836535
29378083_20154,CM021105.1,6,29378083,206023114,455405,20154,206043268,205641662
29378083_37324,CM021105.1,6,29378083,206023114,455405,37324,206060438,205658832
29378083_57183,CM021105.1,6,29378083,206023114,455405,57183,206080297,205678691
29381359_65941,CM021105.1,6,29381359,206022475,246173,65941,206088416,205686810
29381359_65942,CM021105.1,6,29381359,206022475,246173,65942,206088417,205686811
29381359_65953,CM021105.1,6,29381359,206022475,246173,65953,206088428,205686822
29381359_65987,CM021105.1,6,29381359,206022475,246173,65987,206088462,205686856
29381359_66001,CM021105.1,6,29381359,206022475,246173,66001,206088476,205686870
29381359_66005,CM021105.1,6,29381359,206022475,246173,66005,206088480,205686874
29381359_66013,CM021105.1,6,29381359,206022475,246173,66013,206088488,205686882
29381359_66016,CM021105.1,6,29381359,206022475,246173,66016,206088491,205686885
29381359_66030,CM021105.1,6,29381359,206022475,246173,66030,206088505,205686899
29381359_66038,CM021105.1,6,29381359,206022475,246173,66038,206088513,205686907
29377494_80043,CM021105.1,6,29377494,206022477,2325303,80043,206102520,205700914
29377494_80080,CM021105.1,6,29377494,206022477,2325303,80080,206102557,205700951
29377494_80613,CM021105.1,6,29377494,206022477,2325303,80613,206103090,205701484
29382017_104650,CM021105.1,6,29382017,206024230,669852,104650,206128880,205727274
29382017_104706,CM021105.1,6,29382017,206024230,669852,104706,206128936,205727330
29382017_104765,CM021105.1,6,29382017,206024230,669852,104765,206128995,205727389
29377494_150966,CM021105.1,6,29377494,206022477,2325303,150966,206173443,205771837
29381907_153693,CM021105.1,6,29381907,206023230,326352,153693,206176923,205775317
29381907_153958,CM021105.1,6,29381907,206023230,326352,153958,206177188,205775582
29380720_183886,CM021105.1,6,29380720,206022477,773009,183886,206206363,205804757
29381907_219709,CM021105.1,6,29381907,206023230,326352,219709,206242939,205841333
29381907_219774,CM021105.1,6,29381907,206023230,326352,219774,206243004,205841398
29381907_219776,CM021105.1,6,29381907,206023230,326352,219776,206243006,205841400
29380096_258594,CM021105.1,6,29380096,206022477,471288,258594,206281071,205879465
29380096_258627,CM021105.1,6,29380096,206022477,471288,258627,206281104,205879498
29381907_292544,CM021105.1,6,29381907,206023230,326352,292544,206315774,205914168
29381907_292592,CM021105.1,6,29381907,206023230,326352,292592,206315822,205914216
29378517_434482,CM021105.1,6,29378517,206025898,781877,434482,206460380,206058774
29380720_457807,CM021105.1,6,29380720,206022477,773009,457807,206480284,206078678
29380720_457856,CM021105.1,6,29380720,206022477,773009,457856,206480333,206078727
29380720_457909,CM021105.1,6,29380720,206022477,773009,457909,206480386,206078780
29376837_473513,CM021105.1,6,29376837,206022475,483041,473513,206495988,206094382
29377494_535830,CM021105.1,6,29377494,206022477,2325303,535830,206558307,206156701
29377494_535876,CM021105.1,6,29377494,206022477,2325303,535876,206558353,206156747
29378517_626266,CM021105.1,6,29378517,206025898,781877,626266,206652164,206250558
29378517_626304,CM021105.1,6,29378517,206025898,781877,626304,206652202,206250596
29378517_626310,CM021105.1,6,29378517,206025898,781877,626310,206652208,206250602
29378517_626319,CM021105.1,6,29378517,206025898,781877,626319,206652217,206250611
29378517_626324,CM021105.1,6,29378517,206025898,781877,626324,206652222,206250616
29378517_699646,CM021105.1,6,29378517,206025898,781877,699646,206725544,206323938
29377921_718896,CM021105.1,6,29377921,206023680,943608,718896,206742576,206340970
29377921_718955,CM021105.1,6,29377921,206023680,943608,718955,206742635,206341029
29377921_718963,CM021105.1,6,29377921,206023680,943608,718963,206742643,206341037
29378517_724046,CM021105.1,6,29378517,206025898,781877,724046,206749944,206348338
29377921_873126,CM021105.1,6,29377921,206023680,943608,873126,206896806,206495200
29377921_873141,CM021105.1,6,29377921,206023680,943608,873141,206896821,206495215
29377921_873177,CM021105.1,6,29377921,206023680,943608,873177,206896857,206495251
29377921_873209,CM021105.1,6,29377921,206023680,943608,873209,206896889,206495283
29377921_873214,CM021105.1,6,29377921,206023680,943608,873214,206896894,206495288
29381390_878867,CM021105.1,6,29381390,206022477,2920167,878867,206901344,206499738
29377494_906802,CM021105.1,6,29377494,206022477,2325303,906802,206929279,206527673
29377494_906811,CM021105.1,6,29377494,206022477,2325303,906811,206929288,206527682
29377494_1000127,CM021105.1,6,29377494,206022477,2325303,1000127,207022604,206620998
29382235_1203741,CM021105.1,6,29382235,206023301,1740774,1203741,207227042,206825436
29377494_1361536,CM021105.1,6,29377494,206022477,2325303,1361536,207384013,206982407
29377494_1361658,CM021105.1,6,29377494,206022477,2325303,1361658,207384135,206982529
29377240_1410532,CM021105.1,6,29377240,206022477,2083880,1410532,207433009,207031403
29377240_1410645,CM021105.1,6,29377240,206022477,2083880,1410645,207433122,207031516
29377240_1410780,CM021105.1,6,29377240,206022477,2083880,1410780,207433257,207031651
29377240_1410832,CM021105.1,6,29377240,206022477,2083880,1410832,207433309,207031703
29377240_1410837,CM021105.1,6,29377240,206022477,2083880,1410837,207433314,207031708
29377240_1751797,CM021105.1,6,29377240,206022477,2083880,1751797,207774274,207372668
29377240_1751816,CM021105.1,6,29377240,206022477,2083880,1751816,207774293,207372687
29377240_1751837,CM021105.1,6,29377240,206022477,2083880,1751837,207774314,207372708
29377240_1751878,CM021105.1,6,29377240,206022477,2083880,1751878,207774355,207372749
29377240_1751879,CM021105.1,6,29377240,206022477,2083880,1751879,207774356,207372750
29382419_941563,CM021105.1,6,29382419,212363177,1014507,941563,213304740,212903134
29382419_941651,CM021105.1,6,29382419,212363177,1014507,941651,213304828,212903222
29382419_941705,CM021105.1,6,29382419,212363177,1014507,941705,213304882,212903276
29382419_951346,CM021105.1,6,29382419,212363177,1014507,951346,213314523,212912917
29382419_951379,CM021105.1,6,29382419,212363177,1014507,951379,213314556,212912950
29382419_951484,CM021105.1,6,29382419,212363177,1014507,951484,213314661,212913055
29382419_1001183,CM021105.1,6,29382419,212363177,1014507,1001183,213364360,212962754
29382419_1001225,CM021105.1,6,29382419,212363177,1014507,1001225,213364402,212962796
29382419_1001239,CM021105.1,6,29382419,212363177,1014507,1001239,213364416,212962810
29382419_1001539,CM021105.1,6,29382419,212363177,1014507,1001539,213364716,212963110
29343234_57939,CM021105.1,6,29343234,214163094,103715,57939,214221033,213819427
29343234_57985,CM021105.1,6,29343234,214163094,103715,57985,214221079,213819473
29343234_57993,CM021105.1,6,29343234,214163094,103715,57993,214221087,213819481
29343234_57999,CM021105.1,6,29343234,214163094,103715,57999,214221093,213819487
29369871_9179,CM021105.1,6,29369871,224485510,54513,9179,224494689,224093083
29369871_9302,CM021105.1,6,29369871,224485510,54513,9302,224494812,224093206
29369871_9309,CM021105.1,6,29369871,224485510,54513,9309,224494819,224093213
29369871_9353,CM021105.1,6,29369871,224485510,54513,9353,224494863,224093257
29369871_9377,CM021105.1,6,29369871,224485510,54513,9377,224494887,224093281
29381101_11270,CM021105.1,6,29381101,224485510,2994218,11270,224496780,224095174
29381101_11285,CM021105.1,6,29381101,224485510,2994218,11285,224496795,224095189
29381129_16423,CM021105.1,6,29381129,224485512,5396747,16423,224501935,224100329
29381129_16446,CM021105.1,6,29381129,224485512,5396747,16446,224501958,224100352
29381129_17993,CM021105.1,6,29381129,224485512,5396747,17993,224503505,224101899
29381129_18322,CM021105.1,6,29381129,224485512,5396747,18322,224503834,224102228
29381129_18331,CM021105.1,6,29381129,224485512,5396747,18331,224503843,224102237
29381129_18372,CM021105.1,6,29381129,224485512,5396747,18372,224503884,224102278
29381129_18428,CM021105.1,6,29381129,224485512,5396747,18428,224503940,224102334
29382124_23045,CM021105.1,6,29382124,224485510,1042354,23045,224508555,224106949
29382124_23105,CM021105.1,6,29382124,224485510,1042354,23105,224508615,224107009
29382124_24433,CM021105.1,6,29382124,224485510,1042354,24433,224509943,224108337
29378588_32769,CM021105.1,6,29378588,224485529,1010055,32769,224518298,224116692
29378588_32791,CM021105.1,6,29378588,224485529,1010055,32791,224518320,224116714
29378588_32808,CM021105.1,6,29378588,224485529,1010055,32808,224518337,224116731
29378588_32935,CM021105.1,6,29378588,224485529,1010055,32935,224518464,224116858
29378667_37614,CM021105.1,6,29378667,224485500,2355388,37614,224523114,224121508
29378667_37967,CM021105.1,6,29378667,224485500,2355388,37967,224523467,224121861
29381961_47767,CM021105.1,6,29381961,224488391,94948,47767,224536158,224134552
29381961_47918,CM021105.1,6,29381961,224488391,94948,47918,224536309,224134703
29381961_47924,CM021105.1,6,29381961,224488391,94948,47924,224536315,224134709
29381961_47925,CM021105.1,6,29381961,224488391,94948,47925,224536316,224134710
29381961_47950,CM021105.1,6,29381961,224488391,94948,47950,224536341,224134735
29381961_47965,CM021105.1,6,29381961,224488391,94948,47965,224536356,224134750
29377589_67261,CM021105.1,6,29377589,224485512,2673936,67261,224552773,224151167
29377589_67263,CM021105.1,6,29377589,224485512,2673936,67263,224552775,224151169
29377589_67264,CM021105.1,6,29377589,224485512,2673936,67264,224552776,224151170
29377589_67266,CM021105.1,6,29377589,224485512,2673936,67266,224552778,224151172
29380587_88509,CM021105.1,6,29380587,224486523,691005,88509,224575032,224173426
29380587_88559,CM021105.1,6,29380587,224486523,691005,88559,224575082,224173476
29380587_88612,CM021105.1,6,29380587,224486523,691005,88612,224575135,224173529
29380587_88616,CM021105.1,6,29380587,224486523,691005,88616,224575139,224173533
29381129_132016,CM021105.1,6,29381129,224485512,5396747,132016,224617528,224215922
29381129_132592,CM021105.1,6,29381129,224485512,5396747,132592,224618104,224216498
29381129_132628,CM021105.1,6,29381129,224485512,5396747,132628,224618140,224216534
29378832_193833,CM021105.1,6,29378832,224485508,3896181,193833,224679341,224277735
29380587_200307,CM021105.1,6,29380587,224486523,691005,200307,224686830,224285224
29380587_200315,CM021105.1,6,29380587,224486523,691005,200315,224686838,224285232
29380587_200388,CM021105.1,6,29380587,224486523,691005,200388,224686911,224285305
29381916_259761,CM021105.1,6,29381916,224485509,2374224,259761,224745270,224343664
29380433_288824,CM021105.1,6,29380433,224485510,2600919,288824,224774334,224372728
29381277_292951,CM021105.1,6,29381277,224485512,665325,292951,224778463,224376857
29379181_354908,CM021105.1,6,29379181,224485512,550040,354908,224840420,224438814
29380433_363491,CM021105.1,6,29380433,224485510,2600919,363491,224849001,224447395
29380433_364345,CM021105.1,6,29380433,224485510,2600919,364345,224849855,224448249
29380433_364392,CM021105.1,6,29380433,224485510,2600919,364392,224849902,224448296
29380433_364434,CM021105.1,6,29380433,224485510,2600919,364434,224849944,224448338
29381129_386729,CM021105.1,6,29381129,224485512,5396747,386729,224872241,224470635
29379068_434836,CM021105.1,6,29379068,224485512,1355417,434836,224920348,224518742
29378667_445454,CM021105.1,6,29378667,224485500,2355388,445454,224930954,224529348
29379068_461497,CM021105.1,6,29379068,224485512,1355417,461497,224947009,224545403
29379068_461860,CM021105.1,6,29379068,224485512,1355417,461860,224947372,224545766
29379068_461889,CM021105.1,6,29379068,224485512,1355417,461889,224947401,224545795
29379126_479209,CM021105.1,6,29379126,224485509,3439228,479209,224964718,224563112
29379126_479227,CM021105.1,6,29379126,224485509,3439228,479227,224964736,224563130
29379126_479278,CM021105.1,6,29379126,224485509,3439228,479278,224964787,224563181
29379126_479328,CM021105.1,6,29379126,224485509,3439228,479328,224964837,224563231
29376423_499776,CM021105.1,6,29376423,224485512,1240732,499776,224985288,224583682
29378826_503737,CM021105.1,6,29378826,224486225,3046896,503737,224989962,224588356
29380745_584382,CM021105.1,6,29380745,224485510,1346863,584382,225069892,224668286
29380745_584415,CM021105.1,6,29380745,224485510,1346863,584415,225069925,224668319
29380745_584703,CM021105.1,6,29380745,224485510,1346863,584703,225070213,224668607
29380745_584765,CM021105.1,6,29380745,224485510,1346863,584765,225070275,224668669
29379040_613596,CM021105.1,6,29379040,224485510,2979156,613596,225099106,224697500
29380568_622287,CM021105.1,6,29380568,224485510,2617210,622287,225107797,224706191
29380573_627672,CM021105.1,6,29380573,224486494,1357011,627672,225114166,224712560
29381129_629133,CM021105.1,6,29381129,224485512,5396747,629133,225114645,224713039
29381129_683083,CM021105.1,6,29381129,224485512,5396747,683083,225168595,224766989
29379040_686143,CM021105.1,6,29379040,224485510,2979156,686143,225171653,224770047
29379040_686145,CM021105.1,6,29379040,224485510,2979156,686145,225171655,224770049
29379040_686202,CM021105.1,6,29379040,224485510,2979156,686202,225171712,224770106
29379040_686207,CM021105.1,6,29379040,224485510,2979156,686207,225171717,224770111
29378832_690969,CM021105.1,6,29378832,224485508,3896181,690969,225176477,224774871
29378832_691173,CM021105.1,6,29378832,224485508,3896181,691173,225176681,224775075
29380151_693830,CM021105.1,6,29380151,224485512,1550964,693830,225179342,224777736
29380151_693843,CM021105.1,6,29380151,224485512,1550964,693843,225179355,224777749
29380151_693911,CM021105.1,6,29380151,224485512,1550964,693911,225179423,224777817
29382149_694574,CM021105.1,6,29382149,224485510,727241,694574,225180084,224778478
29382149_694631,CM021105.1,6,29382149,224485510,727241,694631,225180141,224778535
29382149_694640,CM021105.1,6,29382149,224485510,727241,694640,225180150,224778544
29382149_695030,CM021105.1,6,29382149,224485510,727241,695030,225180540,224778934
29382149_695069,CM021105.1,6,29382149,224485510,727241,695069,225180579,224778973
29378826_707863,CM021105.1,6,29378826,224486225,3046896,707863,225194088,224792482
29378826_707901,CM021105.1,6,29378826,224486225,3046896,707901,225194126,224792520
29378826_707974,CM021105.1,6,29378826,224486225,3046896,707974,225194199,224792593
29378826_708076,CM021105.1,6,29378826,224486225,3046896,708076,225194301,224792695
29378826_708108,CM021105.1,6,29378826,224486225,3046896,708108,225194333,224792727
29378826_708126,CM021105.1,6,29378826,224486225,3046896,708126,225194351,224792745
29378826_708142,CM021105.1,6,29378826,224486225,3046896,708142,225194367,224792761
29378509_747735,CM021105.1,6,29378509,224485920,5050152,747735,225233655,224832049
29378826_815860,CM021105.1,6,29378826,224486225,3046896,815860,225302085,224900479
29378826_815878,CM021105.1,6,29378826,224486225,3046896,815878,225302103,224900497
29378826_815902,CM021105.1,6,29378826,224486225,3046896,815902,225302127,224900521
29379723_847991,CM021105.1,6,29379723,224485512,1047036,847991,225333503,224931897
29380433_873035,CM021105.1,6,29380433,224485510,2600919,873035,225358545,224956939
29381101_878591,CM021105.1,6,29381101,224485510,2994218,878591,225364101,224962495
29380568_880035,CM021105.1,6,29380568,224485510,2617210,880035,225365545,224963939
29380568_880080,CM021105.1,6,29380568,224485510,2617210,880080,225365590,224963984
29380568_895631,CM021105.1,6,29380568,224485510,2617210,895631,225381141,224979535
29380745_896830,CM021105.1,6,29380745,224485510,1346863,896830,225382340,224980734
29380745_896840,CM021105.1,6,29380745,224485510,1346863,896840,225382350,224980744
29380745_896913,CM021105.1,6,29380745,224485510,1346863,896913,225382423,224980817
29380568_911534,CM021105.1,6,29380568,224485510,2617210,911534,225397044,224995438
29380568_911740,CM021105.1,6,29380568,224485510,2617210,911740,225397250,224995644
29378667_940961,CM021105.1,6,29378667,224485500,2355388,940961,225426461,225024855
29378667_941007,CM021105.1,6,29378667,224485500,2355388,941007,225426507,225024901
29379723_946230,CM021105.1,6,29379723,224485512,1047036,946230,225431742,225030136
29379723_946295,CM021105.1,6,29379723,224485512,1047036,946295,225431807,225030201
29379723_960868,CM021105.1,6,29379723,224485512,1047036,960868,225446380,225044774
29379723_960896,CM021105.1,6,29379723,224485512,1047036,960896,225446408,225044802
29379723_960948,CM021105.1,6,29379723,224485512,1047036,960948,225446460,225044854
29379723_961021,CM021105.1,6,29379723,224485512,1047036,961021,225446533,225044927
29379723_961074,CM021105.1,6,29379723,224485512,1047036,961074,225446586,225044980
29379723_961293,CM021105.1,6,29379723,224485512,1047036,961293,225446805,225045199
29379723_961294,CM021105.1,6,29379723,224485512,1047036,961294,225446806,225045200
29379723_961307,CM021105.1,6,29379723,224485512,1047036,961307,225446819,225045213
29381101_964701,CM021105.1,6,29381101,224485510,2994218,964701,225450211,225048605
29379723_987981,CM021105.1,6,29379723,224485512,1047036,987981,225473493,225071887
29379723_1001136,CM021105.1,6,29379723,224485512,1047036,1001136,225486648,225085042
29379723_1001144,CM021105.1,6,29379723,224485512,1047036,1001144,225486656,225085050
29379723_1001158,CM021105.1,6,29379723,224485512,1047036,1001158,225486670,225085064
29379723_1001172,CM021105.1,6,29379723,224485512,1047036,1001172,225486684,225085078
29379723_1001377,CM021105.1,6,29379723,224485512,1047036,1001377,225486889,225085283
29379723_1001453,CM021105.1,6,29379723,224485512,1047036,1001453,225486965,225085359
29379723_1001498,CM021105.1,6,29379723,224485512,1047036,1001498,225487010,225085404
29379723_1001543,CM021105.1,6,29379723,224485512,1047036,1001543,225487055,225085449
29378667_1002109,CM021105.1,6,29378667,224485500,2355388,1002109,225487609,225086003
29378667_1002114,CM021105.1,6,29378667,224485500,2355388,1002114,225487614,225086008
29378667_1002115,CM021105.1,6,29378667,224485500,2355388,1002115,225487615,225086009
29378667_1002119,CM021105.1,6,29378667,224485500,2355388,1002119,225487619,225086013
29378667_1002191,CM021105.1,6,29378667,224485500,2355388,1002191,225487691,225086085
29378667_1002197,CM021105.1,6,29378667,224485500,2355388,1002197,225487697,225086091
29378667_1002203,CM021105.1,6,29378667,224485500,2355388,1002203,225487703,225086097
29380568_1062325,CM021105.1,6,29380568,224485510,2617210,1062325,225547835,225146229
29380738_1081090,CM021105.1,6,29380738,224485512,7798988,1081090,225566602,225164996
29380738_1081094,CM021105.1,6,29380738,224485512,7798988,1081094,225566606,225165000
