SNP,not_fixed,ref_fixed,alt_fixed,total,not_fixed_exp,ref_fixed_exp,alt_fixed_exp,chi_sq,p.value,p.adj.BH,p.adj.bonf,p.adj.holm
29378410_3043913,7,6,0,13,0.8125,6.09375,6.09375,53.21538462,2.78E-12,4.67E-11,1.01E-07,9.47E-08
29378420_1282596,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29378434_1001356,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29378434_1001373,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29378434_1001445,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29378460_1338456,1,10,2,13,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.387820563,1,1
29378466_1173694,1,11,1,13,0.8125,6.09375,6.09375,8.251282051,0.016153137,0.123181287,1,1
29378466_1173717,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29378467_3881603,1,10,2,13,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.387820563,1,1
29378484_449299,4,9,0,13,0.8125,6.09375,6.09375,19.98461538,4.58E-05,0.000477391,1,1
29378490_2389639,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29378490_2629164,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29378491_1330940,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378491_1588902,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378491_1588942,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378511_1066766,2,8,3,13,0.8125,6.09375,6.09375,3.902564103,0.142091786,0.606471748,1,1
29378511_1782707,2,9,2,13,0.8125,6.09375,6.09375,5.871794872,0.053083059,0.326818556,1,1
29378511_183193,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378511_217649,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378511_217759,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378517_434482,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29378524_4690271,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378537_176818,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29378537_403351,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29378546_1270056,2,11,0,13,0.8125,6.09375,6.09375,11.77948718,0.002767686,0.023726679,1,1
29378567_411661,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29378568_861799,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29378581_2193499,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29378590_1109150,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378590_1111532,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378590_1114391,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378590_1591896,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378590_1592362,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29378590_1606474,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29378590_1694198,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378590_1694204,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378590_1999043,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29378590_2044565,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29378590_2044751,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29378590_2089695,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29378590_2089708,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29378590_3382885,5,8,0,13,0.8125,6.09375,6.09375,28.27179487,7.26E-07,8.48E-06,0.026259732,0.024042931
29378599_204724,3,9,1,13,0.8125,6.09375,6.09375,11.53333333,0.003130174,0.026427143,1,1
29378645_988945,1,10,2,13,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.387820563,1,1
29378653_717780,6,4,3,13,0.8125,6.09375,6.09375,35.41025641,2.05E-08,2.75E-07,0.000739934,0.000684976
29378657_336969,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378664_3545998,9,3,1,13,0.8125,6.09375,6.09375,88.33333333,6.59E-20,1.67E-18,2.38E-15,2.29E-15
29378666_304941,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29378672_10346,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378714_99161,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29378714_99168,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378729_1390471,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378729_1395445,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378729_1395478,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378735_398406,5,4,4,13,0.8125,6.09375,6.09375,23.02051282,1.00E-05,0.000108767,0.362736874,0.329337849
29378777_762494,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29378777_762495,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29378800_1012811,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378800_1895868,9,4,0,13,0.8125,6.09375,6.09375,89.31794872,4.03E-20,1.05E-18,1.46E-15,1.40E-15
29378800_1895943,9,4,0,13,0.8125,6.09375,6.09375,89.31794872,4.03E-20,1.05E-18,1.46E-15,1.40E-15
29378800_1896006,8,5,0,13,0.8125,6.09375,6.09375,69.87179487,6.72E-16,1.37E-14,2.43E-11,2.31E-11
29378800_1896015,8,5,0,13,0.8125,6.09375,6.09375,69.87179487,6.72E-16,1.37E-14,2.43E-11,2.31E-11
29378800_3668100,8,5,0,13,0.8125,6.09375,6.09375,69.87179487,6.72E-16,1.37E-14,2.43E-11,2.31E-11
29378800_3668140,9,4,0,13,0.8125,6.09375,6.09375,89.31794872,4.03E-20,1.05E-18,1.46E-15,1.40E-15
29378800_987451,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378803_1164192,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378803_7794791,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378820_1414429,8,5,0,13,0.8125,6.09375,6.09375,69.87179487,6.72E-16,1.37E-14,2.43E-11,2.31E-11
29378827_2957494,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29378829_1305194,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378840_115774,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29378840_1466097,4,3,6,13,0.8125,6.09375,6.09375,14.07692308,0.000877475,0.00773123,1,1
29378840_1500204,7,6,0,13,0.8125,6.09375,6.09375,53.21538462,2.78E-12,4.67E-11,1.01E-07,9.47E-08
29378862_259470,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378862_259487,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378862_367766,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378862_367789,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378866_881663,5,8,0,13,0.8125,6.09375,6.09375,28.27179487,7.26E-07,8.48E-06,0.026259732,0.024042931
29378876_234007,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29378878_1178787,5,5,3,13,0.8125,6.09375,6.09375,23.34871795,8.51E-06,9.33E-05,0.307838453,0.279792027
29378878_1178862,3,5,5,13,0.8125,6.09375,6.09375,6.282051282,0.043238428,0.273133685,1,1
29378878_9399725,4,9,0,13,0.8125,6.09375,6.09375,19.98461538,4.58E-05,0.000477391,1,1
29378878_9399855,10,3,0,13,0.8125,6.09375,6.09375,111.5538462,5.98E-25,2.00E-23,2.16E-20,2.10E-20
29378893_2682248,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29378893_2929333,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378896_14809790,1,3,9,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29378896_6381645,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29378903_1322474,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378903_1322489,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378903_1369220,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378903_353821,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378903_354210,2,9,2,13,0.8125,6.09375,6.09375,5.871794872,0.053083059,0.326818556,1,1
29378905_567743,2,11,0,13,0.8125,6.09375,6.09375,11.77948718,0.002767686,0.023726679,1,1
29378906_444087,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29378915_147491,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378915_65315,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29378929_74218,2,3,8,13,0.8125,6.09375,6.09375,3.902564103,0.142091786,0.606471748,1,1
29378940_1660226,1,10,2,13,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.387820563,1,1
29378940_1660246,1,10,2,13,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.387820563,1,1
29378940_1660362,1,10,2,13,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.387820563,1,1
29378944_161407,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378946_1232772,6,7,0,13,0.8125,6.09375,6.09375,39.34871795,2.85E-09,4.05E-08,0.000103268,9.60E-05
29378946_2559733,1,3,9,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29378955_132909,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378955_694980,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29378958_286259,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378985_2335277,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378985_2335278,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29378986_1247538,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29378987_416575,6,5,2,13,0.8125,6.09375,6.09375,36.06666667,1.47E-08,1.99E-07,0.000532912,0.000493522
29379016_584162,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379016_584366,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379017_3128013,7,6,0,13,0.8125,6.09375,6.09375,53.21538462,2.78E-12,4.67E-11,1.01E-07,9.47E-08
29379024_3779764,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29379024_3779988,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379028_3559734,9,4,0,13,0.8125,6.09375,6.09375,89.31794872,4.03E-20,1.05E-18,1.46E-15,1.40E-15
29379044_510157,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379058_2661578,2,11,0,13,0.8125,6.09375,6.09375,11.77948718,0.002767686,0.023726679,1,1
29379077_50072,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379081_1185532,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29379085_1502390,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29379085_1502589,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29379085_1502590,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29379086_352692,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379100_2917121,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379100_2917174,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379101_1679497,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29379121_1797832,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379121_367086,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29379138_1387575,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379138_1419913,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379138_1442738,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379138_2014285,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379138_2041491,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379152_1063527,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379160_5317663,7,6,0,13,0.8125,6.09375,6.09375,53.21538462,2.78E-12,4.67E-11,1.01E-07,9.47E-08
29379160_5317667,8,5,0,13,0.8125,6.09375,6.09375,69.87179487,6.72E-16,1.37E-14,2.43E-11,2.31E-11
29379169_1853284,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29379169_1853857,1,9,3,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29379192_452394,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379213_335665,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379217_3089479,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379217_3089514,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379217_3091565,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379217_3091679,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379217_3091711,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379225_460920,2,4,7,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29379226_4213378,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379226_4226981,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379238_4082822,4,5,4,13,0.8125,6.09375,6.09375,13.42051282,0.001218352,0.010661903,1,1
29379243_246470,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29379261_589745,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379261_589747,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379265_186688,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379265_186689,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379270_4408869,3,8,2,13,0.8125,6.09375,6.09375,9.235897436,0.009873028,0.076994292,1,1
29379280_36292,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379280_36293,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379290_686743,2,9,2,13,0.8125,6.09375,6.09375,5.871794872,0.053083059,0.326818556,1,1
29379337_3939905,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379356_1407581,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379374_989968,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29379374_990034,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29379393_658737,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379401_53949,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379402_1991269,1,3,9,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29379409_1907680,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379409_2012806,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379409_2012808,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379409_2012880,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379409_2012945,1,3,9,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29379417_827230,10,3,0,13,0.8125,6.09375,6.09375,111.5538462,5.98E-25,2.00E-23,2.16E-20,2.10E-20
29379418_466708,4,9,0,13,0.8125,6.09375,6.09375,19.98461538,4.58E-05,0.000477391,1,1
29379424_2682930,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379424_2939083,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379424_2939139,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379424_2939149,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379424_2939273,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379424_2963714,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379424_2963766,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379424_3000867,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379424_3000872,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379428_1616876,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379437_755263,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379470_373352,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29379473_623722,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379479_1469051,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379483_696027,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379492_109073,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379492_109093,2,4,7,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29379498_6848424,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29379524_1378453,5,8,0,13,0.8125,6.09375,6.09375,28.27179487,7.26E-07,8.48E-06,0.026259732,0.024042931
29379534_709639,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379547_108979,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379547_108983,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379547_109002,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379547_109007,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379583_44828,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379583_44842,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379586_603077,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379616_426562,8,5,0,13,0.8125,6.09375,6.09375,69.87179487,6.72E-16,1.37E-14,2.43E-11,2.31E-11
29379616_426671,5,4,4,13,0.8125,6.09375,6.09375,23.02051282,1.00E-05,0.000108767,0.362736874,0.329337849
29379616_426684,4,5,4,13,0.8125,6.09375,6.09375,13.42051282,0.001218352,0.010661903,1,1
29379628_1945088,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379629_75394,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379630_7561309,8,5,0,13,0.8125,6.09375,6.09375,69.87179487,6.72E-16,1.37E-14,2.43E-11,2.31E-11
29379630_7561325,9,4,0,13,0.8125,6.09375,6.09375,89.31794872,4.03E-20,1.05E-18,1.46E-15,1.40E-15
29379630_7561466,8,5,0,13,0.8125,6.09375,6.09375,69.87179487,6.72E-16,1.37E-14,2.43E-11,2.31E-11
29379665_4020252,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379665_4020286,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379665_4020290,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379665_4114002,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379665_4114003,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379665_4114013,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379665_4114380,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379665_4114404,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379665_4164189,2,5,6,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379665_4164240,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379665_4164271,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379665_4220214,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379665_6885104,2,8,3,13,0.8125,6.09375,6.09375,3.902564103,0.142091786,0.606471748,1,1
29379728_289711,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29379732_1414727,3,5,5,13,0.8125,6.09375,6.09375,6.282051282,0.043238428,0.273133685,1,1
29379751_544425,7,5,1,13,0.8125,6.09375,6.09375,51.57435897,6.32E-12,1.06E-10,2.29E-07,2.15E-07
29379754_573894,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379772_277993,1,5,7,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379775_597709,5,0,8,13,0.8125,6.09375,6.09375,28.27179487,7.26E-07,8.48E-06,0.026259732,0.024042931
29379789_1022044,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379789_1038810,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379789_816413,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379795_410058,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379795_760797,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379799_2048544,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379799_2048579,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379799_2048683,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379799_4250234,1,4,8,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379808_810407,2,6,5,13,0.8125,6.09375,6.09375,1.933333333,0.380348757,0.856458118,1,1
29379840_666164,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379886_2300911,2,7,4,13,0.8125,6.09375,6.09375,2.58974359,0.273932982,0.796070503,1,1
29379887_248050,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379896_3049701,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379896_3761922,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379896_4524735,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379931_361376,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379957_423522,1,10,2,13,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.387820563,1,1
29379957_423621,1,10,2,13,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.387820563,1,1
29379957_426219,1,10,2,13,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.387820563,1,1
29379957_426269,1,10,2,13,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.387820563,1,1
29379968_321614,9,3,1,13,0.8125,6.09375,6.09375,88.33333333,6.59E-20,1.67E-18,2.38E-15,2.29E-15
29379987_269063,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379987_425989,1,7,5,13,0.8125,6.09375,6.09375,0.374358974,0.829294875,0.903519482,1,1
29379987_429121,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379987_439929,1,8,4,13,0.8125,6.09375,6.09375,1.358974359,0.506876863,0.856458118,1,1
29379996_1048922,1,3,9,13,0.8125,6.09375,6.09375,3,0.22313016,0.757311174,1,1
29379996_230642,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379996_4339093,1,6,6,13,0.8125,6.09375,6.09375,0.046153846,0.977187313,0.979787295,1,1
29379996_4931367,3,7,3,13,0.8125,6.09375,6.09375,7.594871795,0.022428206,0.166029307,1,1
29380014_1191306,1,10,2,13,0.8125,6.09375,6.09375,5.297435897,0.07074185,0.387820563,1,1
