,16_5-F,1654-S1,1654-4-S2,1654-45-S3,1654-454-S4,1654-454-S5
29379037_144906,1,1,1,NA,NA,NA
29379037_144962,1,0,0,0,0,0
29379037_144973,1,0,0,0,0,0
29379037_144976,1,0,0,0,0,0
29379037_144978,1,0,0,0,0,0
29379037_144996,0,0,0,0,0,0
29379037_145002,1,0,0,0,0,0
29379037_145003,1,0,0,0,0,0
29379037_145026,0,0,0,0,0,0
29379037_145032,0,0,0,0,0,0
29379037_145072,0,0,0,0,0,0
29379037_166701,1,0,0,0,0,0
29379037_166737,0,0,0,0,0,0
29379037_166928,1,0,0,0,0,0
29379037_166954,1,0,0,0,0,0
29379037_166958,1,0,0,0,0,0
29379037_166966,1,0,0,0,0,0
29379037_166968,1,0,0,0,0,0
29379037_166974,1,0,0,0,0,0
29379039_147307,0,0,0,0,0,0
29379039_147383,0,0,0,0,0,0
29379039_774691,0,0,0,0,0,0
29379039_774762,1,1,1,1,1,2
29379040_1889920,0,0,0,0,0,0
29379040_1890010,0,0,0,0,0,0
29379040_1890011,0,0,0,0,0,0
29379040_2834359,0,0,0,0,0,0
29379040_2834439,0,0,0,0,0,0
29379040_2834440,0,0,0,0,0,0
29379040_2834464,0,0,0,0,0,0
29379040_2834470,0,0,0,0,0,0
29379040_2834476,0,0,0,0,0,0
29379040_2834497,0,0,0,0,0,0
29379040_2834514,0,0,0,0,0,0
29379040_2834527,0,0,0,0,0,0
29379040_2834541,0,0,0,0,0,0
29379040_2834630,0,0,0,0,0,0
29379040_613596,0,0,0,0,0,0
29379040_686145,0,0,0,0,0,0
29379040_686202,0,0,0,0,0,0
29379040_686207,0,0,0,0,0,0
29379044_4833731,0,0,0,0,0,0
29379044_4833763,0,0,0,0,0,0
29379044_509975,0,0,0,0,0,0
29379046_139753,0,0,0,0,0,0
29379046_139759,0,0,0,0,0,0
29379046_3259062,1,1,1,NA,0,0
29379046_3259125,0,0,0,0,0,0
29379046_3259194,0,0,0,0,0,0
29379046_3261292,1,1,1,NA,0,0
29379046_3262403,1,1,1,NA,0,0
29379046_3459542,0,0,0,0,0,0
29379046_3459916,0,0,0,0,0,0
29379046_3459924,0,0,0,0,0,0
29379046_3940730,1,1,1,NA,0,0
29379047_2086470,1,2,2,2,2,2
29379047_2556453,0,0,0,0,0,0
29379047_2556770,2,2,2,2,2,2
29379047_2611552,2,2,2,2,2,2
29379047_2703985,0,0,0,0,0,0
29379047_2704071,0,0,0,0,0,0
29379047_2707254,0,0,0,0,0,0
29379047_2707305,0,0,0,0,0,0
29379047_2707331,0,0,0,0,0,0
29379047_2708285,0,0,0,0,0,0
29379047_2708323,0,0,0,0,0,0
29379050_1139889,1,2,2,2,2,2
29379050_1139891,1,2,2,2,2,2
29379050_1139907,1,2,2,2,2,2
29379050_1441406,1,2,2,2,2,2
29379050_1441435,0,0,0,0,0,0
29379050_1441444,1,2,2,2,2,2
29379050_1441466,0,0,0,0,0,0
29379050_1441483,0,0,0,0,0,0
29379050_1441542,1,2,2,2,2,2
29379050_3528569,1,2,2,2,2,2
29379050_3528581,1,2,2,2,2,2
29379050_3529273,1,2,2,2,2,2
29379050_4063709,0,0,0,0,0,0
29379050_4063710,0,0,0,0,0,0
29379050_4063712,0,0,0,0,0,0
29379050_4063713,0,0,0,0,0,0
29379050_4063715,1,2,2,2,2,2
29379050_835425,1,2,2,2,2,2
29379050_835442,1,2,2,2,2,2
29379050_836022,1,2,2,2,2,2
29379050_836037,1,2,2,2,2,2
29379050_836095,1,2,2,2,2,2
29379051_103078,2,2,2,2,2,2
29379051_126874,2,2,2,2,2,2
29379051_126928,2,2,2,2,2,2
29379051_126972,2,2,2,2,2,2
29379051_127132,2,2,2,2,2,2
29379051_444111,2,2,2,2,2,2
29379051_444181,2,2,2,2,2,2
29379051_444182,0,0,0,0,0,0
29379051_444185,0,0,0,0,0,0
29379051_444286,0,0,0,0,0,0
29379051_444294,0,0,0,0,0,0
29379051_444295,0,0,0,0,0,0
29379051_460252,2,2,2,2,2,2
29379051_460267,2,2,2,2,2,2
29379051_460301,2,2,2,2,2,2
29379051_537585,2,2,2,2,2,2
29379051_537591,2,2,2,2,2,2
29379051_537689,2,2,2,2,2,2
29379051_538466,2,2,2,2,2,2
29379051_538576,2,2,2,2,2,2
29379051_538583,2,2,2,2,2,2
29379052_1205610,2,2,2,2,2,2
29379052_1205628,2,2,2,2,2,2
29379052_1205635,0,0,0,0,0,0
29379052_1205673,2,2,2,2,2,2
29379052_1205745,2,2,2,2,2,2
29379052_1205835,2,2,2,2,2,2
29379052_1205867,2,2,2,2,2,2
29379052_1205892,2,2,2,2,2,2
29379052_1263856,2,2,2,2,2,2
29379052_1263943,2,2,2,2,2,2
29379052_367299,1,1,1,NA,0,0
29379052_799242,1,1,1,NA,0,0
29379052_799361,0,0,0,0,0,0
29379052_856757,1,1,1,NA,0,0
29379052_856852,1,1,1,NA,0,0
29379052_857399,1,1,1,NA,0,0
29379053_262342,0,0,0,0,0,0
29379053_262386,1,0,0,0,0,0
29379054_80459,0,0,0,0,0,0
29379056_38325,2,2,2,2,2,2
29379058_2423295,0,0,0,0,0,0
29379058_2423297,0,0,0,0,0,0
29379058_2423308,0,0,0,0,0,0
29379058_2423313,0,0,0,0,0,0
29379058_2423316,0,0,0,0,0,0
29379058_2423323,0,0,0,0,0,0
29379058_2423327,0,0,0,0,0,0
29379058_2423331,0,0,0,0,0,0
29379058_2423355,0,0,0,0,0,0
29379058_2423365,0,0,0,0,0,0
29379058_2423366,0,0,0,0,0,0
29379058_2423403,0,0,0,0,0,0
29379058_2423431,0,0,0,0,0,0
29379058_2423435,0,0,0,0,0,0
29379058_2423449,0,0,0,0,0,0
29379058_2423464,0,0,0,0,0,0
29379058_2423490,0,0,0,0,0,0
29379058_2423517,0,0,0,0,0,0
29379058_2423519,0,0,0,0,0,0
29379058_2435675,0,0,0,0,0,0
29379058_2435707,0,0,0,0,0,0
29379058_2435718,0,0,0,0,0,0
29379058_2561467,0,0,0,0,0,0
29379058_2659419,0,0,0,0,0,0
29379058_2659435,0,0,0,0,0,0
29379058_2661521,0,0,0,0,0,0
29379058_2661546,1,0,0,0,0,0
29379058_2661578,1,0,0,0,0,0
29379058_2661594,1,1,0,0,0,0
29379058_2661610,1,1,0,0,0,0
29379058_2661618,1,1,0,0,0,0
29379058_2661620,1,1,0,0,0,0
29379058_2661631,1,1,0,0,0,0
29379058_2661651,1,1,0,0,0,0
29379058_2661658,1,1,0,0,0,0
29379058_2661662,0,0,0,0,0,0
29379060_186375,0,0,0,0,0,0
29379060_186405,0,0,0,0,0,0
29379060_802102,0,0,0,0,0,0
29379060_802133,0,0,0,0,0,0
29379060_802146,0,0,0,0,0,0
29379061_2523629,0,0,0,0,0,0
29379061_2526231,0,0,0,0,0,0
29379061_2526247,0,0,0,0,0,0
29379061_2526250,0,0,0,0,0,0
29379061_2526270,0,0,0,0,0,0
29379061_3171225,0,0,0,0,0,0
29379061_3171229,0,0,0,0,0,0
29379061_3171241,0,0,0,0,0,0
29379061_3171244,0,0,0,0,0,0
29379061_3171247,0,0,0,0,0,0
29379061_3171249,0,0,0,0,0,0
29379061_3171351,0,0,0,0,0,0
29379061_349109,0,0,0,0,0,0
29379061_349186,0,0,0,0,0,0
29379061_349210,0,0,0,0,0,0
29379061_685030,0,0,0,0,0,0
29379061_685063,0,0,0,0,0,0
29379061_685068,0,0,0,0,0,0
29379061_685226,1,2,2,2,2,2
29379061_685285,0,0,0,0,0,0
29379062_666514,0,0,0,0,0,0
29379062_666526,1,0,0,0,0,0
29379062_666559,0,0,0,0,0,0
29379063_270083,2,2,2,2,2,2
29379063_270100,0,0,0,0,0,0
29379063_270102,2,2,2,2,2,2
29379063_270118,2,2,2,2,2,2
29379063_270121,0,0,0,0,0,0
29379063_270143,2,2,2,2,2,2
29379063_270149,0,0,0,0,0,0
29379064_1032895,1,0,0,0,0,0
29379064_1037592,1,0,0,0,0,0
29379064_1049222,1,0,0,0,0,0
29379064_1049270,1,0,0,0,0,0
29379064_1049290,0,0,0,0,0,0
29379064_1049294,0,0,0,0,0,0
29379064_1276583,1,0,0,0,0,0
29379064_1276651,1,0,0,0,0,0
29379064_1276676,1,0,0,0,0,0
29379064_1335167,0,0,0,0,0,0
29379064_1335239,1,0,0,0,0,0
29379064_1335252,0,0,0,0,0,0
29379064_498344,1,2,2,2,2,2
29379066_573843,1,1,1,NA,0,0
29379066_574266,1,1,1,NA,0,0
29379066_593501,1,1,1,NA,0,0
29379066_593502,1,1,1,NA,0,0
29379066_593570,1,1,1,NA,0,0
29379066_600474,1,1,NA,NA,0,0
29379066_600506,1,1,1,NA,0,0
29379066_600650,1,1,1,NA,0,0
29379066_600676,1,1,1,NA,0,0
29379066_600684,1,1,1,1,1,0
29379066_600720,1,1,1,1,1,0
29379067_489875,0,0,0,0,0,0
29379067_489879,0,0,0,0,0,0
29379067_489880,1,1,1,1,1,1
29379067_489900,0,0,0,0,0,0
29379067_489919,1,1,1,1,1,1
29379067_489926,1,0,0,0,0,0
29379067_489927,1,1,1,1,1,1
29379067_489931,1,0,0,0,0,0
29379067_489961,1,1,1,1,1,1
29379067_489963,1,1,0,0,0,0
29379067_489979,1,1,1,1,1,1
29379067_489981,1,1,1,1,1,1
29379067_489988,1,1,1,1,1,1
29379067_489992,1,1,1,1,1,1
29379067_490003,1,1,1,1,1,1
29379067_490009,0,0,0,0,0,0
29379067_490016,1,1,1,1,1,2
29379067_929765,0,0,0,0,0,0
29379067_929776,1,1,1,1,1,1
29379067_929777,1,1,1,1,1,1
29379067_929797,1,1,1,1,1,1
29379067_929803,1,0,0,0,0,0
29379067_929820,1,0,0,0,0,0
29379067_929841,1,1,1,1,1,1
29379067_929845,1,1,1,1,1,1
29379067_929868,1,1,1,1,1,1
29379067_929877,1,1,1,1,1,1
29379068_1286438,1,1,1,1,1,1
29379068_1286449,1,1,1,1,1,1
29379068_1286452,1,0,0,0,0,0
29379068_1286455,1,0,0,0,0,0
29379068_1286472,1,1,1,1,1,1
29379068_1286473,1,1,1,1,1,1
29379068_1286491,1,1,1,1,1,1
29379068_1286492,0,0,0,0,0,0
29379068_1286496,1,1,1,1,1,1
29379068_1286498,1,1,1,1,1,1
29379068_1286506,1,1,1,NA,0,0
29379068_1286519,1,1,1,1,1,1
29379068_1286525,1,1,1,1,1,1
29379068_1286528,1,1,1,1,1,1
29379068_1286529,0,0,0,0,0,0
29379068_1286543,1,0,0,0,0,0
29379068_1312477,0,0,0,0,0,0
29379068_434242,0,0,0,0,0,0
29379068_434264,0,0,0,0,0,0
29379068_434542,0,0,0,0,0,0
29379068_434544,0,0,0,0,0,0
29379068_434554,0,0,0,0,0,0
29379068_434590,0,0,0,0,0,0
29379068_434836,0,0,0,0,0,0
29379068_461497,0,0,0,0,0,0
29379068_461860,0,0,0,0,0,0
29379068_461889,0,0,0,0,0,0
29379070_1013560,0,0,0,0,0,0
29379070_1013582,0,0,0,0,0,0
29379070_1013628,0,0,0,0,0,0
29379070_1013856,0,0,0,0,0,0
29379070_1013933,0,0,0,0,0,0
29379070_968977,0,0,0,0,0,0
29379070_972504,0,0,0,0,0,0
29379070_972588,0,0,0,0,0,0
29379070_972668,0,0,0,0,0,0
29379070_973972,0,0,0,0,0,0
29379070_975107,1,2,2,2,2,2
29379070_975517,0,0,0,0,0,0
29379071_1307381,0,0,0,0,0,0
29379071_451475,1,2,2,2,2,2
29379071_47103,0,0,0,0,0,0
29379071_47137,0,0,0,0,0,0
29379071_866272,0,0,0,0,0,0
29379071_866413,0,0,0,0,0,0
29379071_866414,0,0,0,0,0,0
29379071_866498,0,0,0,0,0,0
29379072_10794672,0,0,0,0,0,0
29379072_1184627,0,0,0,0,0,0
29379072_2628868,0,0,0,0,0,0
29379072_5346771,0,0,0,0,0,0
29379072_5346772,0,0,0,0,0,0
29379072_6382629,0,0,0,0,0,0
29379072_8212699,1,1,0,0,0,0
29379072_8212700,1,1,0,0,0,0
29379072_8212828,0,0,0,0,0,0
29379072_8364698,0,0,0,0,0,0
29379072_8364870,1,1,1,1,1,1
29379072_8364881,1,1,1,1,1,1
29379072_8364888,1,1,1,1,1,1
29379072_8364905,1,1,1,1,1,1
29379072_8364908,1,1,1,1,1,1
29379072_8364916,1,1,1,1,1,1
29379072_8364924,1,1,1,1,1,1
29379072_8364936,0,0,0,0,0,0
29379072_8364964,1,1,1,1,1,1
29379072_8364997,0,0,0,0,0,0
29379072_8364999,0,0,0,0,0,0
29379077_2107886,2,2,2,2,2,2
29379077_2107901,2,2,2,2,2,2
29379077_2107982,2,2,2,2,2,2
29379077_50064,1,1,0,0,0,0
29379077_50072,1,1,0,0,0,0
29379077_50130,0,0,0,0,0,0
29379079_1019219,1,2,2,2,2,2
29379079_1019926,1,2,2,2,2,2
29379079_1020013,1,2,2,2,2,2
29379079_2285963,0,0,0,0,0,0
29379079_2287092,0,0,0,0,0,0
29379079_2354123,0,0,0,0,0,0
29379079_2387299,0,0,0,0,0,0
29379079_2387329,0,0,0,0,0,0
29379079_5035869,2,2,2,2,2,2
29379079_5036016,2,2,2,2,2,2
29379079_5147791,2,2,2,2,2,2
29379079_5190550,2,2,2,2,2,2
29379079_5211983,2,2,2,2,2,2
29379079_5433805,2,2,2,2,2,2
29379079_6100585,0,0,0,0,0,0
29379079_6100676,0,0,0,0,0,0
29379079_6100720,0,0,0,0,0,0
29379079_6115625,0,0,0,0,0,0
29379079_6115648,0,0,0,0,0,0
29379079_6122872,0,0,0,0,0,0
29379079_6122889,0,0,0,0,0,0
29379079_6122900,0,0,0,0,0,0
29379079_6122964,0,0,0,0,0,0
29379079_6122995,0,0,0,0,0,0
29379079_7068988,0,0,0,0,0,0
29379079_7335236,1,1,1,1,1,1
29379079_7335241,0,0,0,0,0,0
29379079_7335245,0,0,0,0,0,0
29379079_7335277,0,0,0,0,0,0
29379079_7335283,0,0,0,0,0,0
29379079_7335305,0,0,0,0,0,0
29379079_7335306,0,0,0,0,0,0
29379079_7335308,0,0,0,0,0,0
29379079_7348651,0,0,0,0,0,0
29379079_7348662,0,0,0,0,0,0
29379079_7348665,0,0,0,0,0,0
29379079_7348705,0,0,0,0,0,0
29379079_7348734,0,0,0,0,0,0
29379079_939698,1,2,2,2,2,2
29379079_957436,1,2,2,2,2,2
29379079_986989,1,2,2,2,2,2
29379079_997609,1,2,2,2,2,2
29379079_999306,1,2,2,2,2,2
29379079_999318,1,2,2,2,2,2
29379079_999437,1,2,2,2,2,2
29379080_474467,0,0,0,0,0,0
29379080_474648,0,0,0,0,0,0
29379080_586010,0,0,0,0,0,0
29379081_1185414,0,0,0,0,0,0
29379081_1185530,0,0,0,0,0,0
29379081_1185532,2,2,2,2,2,2
29379081_1185533,0,0,0,0,0,0
29379081_214530,1,0,0,0,0,0
29379081_214545,0,0,0,0,0,0
29379081_214551,0,0,0,0,0,0
29379082_10230,0,0,0,0,0,0
29379082_10335,0,0,0,0,0,0
29379082_1143689,0,0,0,0,0,0
29379082_1143790,0,0,0,0,0,0
29379082_1143820,0,0,0,0,0,0
29379082_1143821,0,0,0,0,0,0
29379082_1143911,0,0,0,0,0,0
29379082_202025,0,0,0,0,0,0
29379082_202076,0,0,0,0,0,0
29379082_203884,0,0,0,0,0,0
29379082_203917,0,0,0,0,0,0
29379082_203956,0,0,0,0,0,0
29379082_205622,0,0,0,0,0,0
29379082_205652,0,0,0,0,0,0
29379082_409092,0,0,0,0,0,0
29379082_409446,0,0,0,0,0,0
29379082_531659,0,0,0,0,0,0
29379082_531712,0,0,0,0,0,0
29379082_531719,0,0,0,0,0,0
29379082_531721,0,0,0,0,0,0
29379082_531760,0,0,0,0,0,0
29379082_531766,0,0,0,0,0,0
29379082_827778,0,0,0,0,0,0
29379082_827797,0,0,0,0,0,0
29379083_1681334,0,0,0,0,0,0
29379083_1681337,0,0,0,0,0,0
29379083_1681338,0,0,0,0,0,0
29379083_1681340,0,0,0,0,0,0
29379083_1681425,1,1,1,1,1,1
29379083_1681475,0,0,0,0,0,0
29379083_1681478,1,1,1,1,1,1
29379083_1681493,1,1,1,1,1,1
29379083_1681502,1,1,1,1,1,1
29379085_1502390,1,2,2,2,2,2
29379085_1502589,1,2,2,2,2,2
29379085_1502590,1,2,2,2,2,2
29379085_1654146,1,2,2,2,2,2
29379085_2585955,0,0,0,0,0,0
29379085_83757,0,0,0,0,0,0
29379085_83776,0,0,0,0,0,0
29379085_846790,1,2,2,2,2,2
29379085_940691,0,0,0,0,0,0
29379085_976152,1,2,2,2,2,2
29379085_976637,1,2,2,2,2,2
29379085_976653,1,2,2,2,2,2
29379086_350706,0,0,0,0,0,0
29379086_352692,2,2,2,2,2,2
29379090_2336141,0,0,0,0,0,0
29379090_2504699,0,0,0,0,0,0
29379090_2504700,0,0,0,0,0,0
29379090_2504756,0,0,0,0,0,0
29379090_2504845,0,0,0,0,0,0
29379090_2589790,0,0,0,0,0,0
29379090_2589848,0,0,0,0,0,0
29379090_667653,2,2,2,2,2,2
29379090_746420,0,0,0,0,0,0
29379090_746439,0,0,0,0,0,0
29379090_746450,0,0,0,0,0,0
29379092_117658,0,0,0,0,0,0
29379092_117710,2,2,2,2,2,2
29379094_804515,1,1,0,0,0,0
29379094_804525,1,1,0,0,0,0
29379094_804530,0,0,0,0,0,0
29379094_804539,0,0,0,0,0,0
29379094_804561,1,1,0,0,0,0
29379094_804591,1,1,0,0,0,0
29379094_804631,0,0,0,0,0,0
29379094_804655,1,1,0,0,0,0
29379094_804673,1,1,0,0,0,0
29379094_804685,1,1,0,0,0,0
29379094_804691,1,1,0,0,0,0
29379095_6819,0,0,0,0,0,0
29379095_6827,0,0,0,0,0,0
29379095_6829,0,0,0,0,0,0
29379095_6831,0,0,0,0,0,0
29379095_6840,0,0,0,0,0,0
29379095_6843,0,0,0,0,0,0
29379095_6849,0,0,0,0,0,0
29379095_6856,0,0,0,0,0,0
29379095_6870,0,0,0,0,0,0
29379095_6887,1,1,1,1,1,1
29379095_6888,0,0,0,0,0,0
29379095_6889,0,0,0,0,0,0
29379095_846341,2,2,2,2,2,2
29379095_850561,0,0,0,0,0,0
29379095_850562,0,0,0,0,0,0
29379095_850564,0,0,0,0,0,0
29379095_850576,1,1,1,1,1,0
29379095_850634,1,1,0,0,0,0
29379095_850639,1,1,0,0,0,0
29379095_850678,1,1,0,0,0,0
29379095_850705,1,1,0,0,0,0
29379095_850712,2,2,2,2,2,2
29379095_850735,0,0,0,0,0,0
29379096_482563,2,2,2,2,2,2
29379096_483002,2,2,2,2,2,2
29379097_30802,0,0,0,0,0,0
29379097_30824,0,0,0,0,0,0
29379097_30825,0,0,0,0,0,0
29379098_209429,0,0,0,0,0,0
29379100_116234,1,2,2,2,2,2
29379100_116476,1,2,2,2,2,2
29379100_116547,1,2,2,2,2,2
29379100_139092,1,2,2,2,2,2
29379100_139158,0,0,0,0,0,0
29379100_139284,0,0,0,0,0,0
29379100_178725,0,0,0,0,0,0
29379100_178816,1,2,2,2,2,2
29379100_178836,1,2,2,2,2,2
29379100_178837,1,2,2,2,2,2
29379100_178850,1,2,2,2,2,2
29379100_178911,0,0,0,0,0,0
29379100_1910195,0,0,0,0,0,0
29379100_1934184,0,0,0,0,0,0
29379100_1934195,0,0,0,0,0,0
29379100_2917121,0,0,0,0,0,0
29379100_2917174,0,0,0,0,0,0
29379100_2919868,0,0,0,0,0,0
29379100_2959208,1,2,2,2,2,2
29379100_2961442,1,2,2,2,2,2
29379100_2963922,2,2,2,2,2,2
29379100_2964018,2,2,2,2,2,2
29379101_1679497,0,0,0,0,0,0
29379101_1896546,0,0,0,0,0,0
29379101_1896677,0,0,0,0,0,0
29379101_1918323,1,1,1,1,1,1
29379103_208434,0,0,0,0,0,0
29379103_208451,0,0,0,0,0,0
29379103_208525,0,0,0,0,0,0
29379103_208530,0,0,0,0,0,0
29379106_294921,2,2,2,2,2,2
29379106_294923,2,2,2,2,2,2
29379106_294954,2,2,2,2,2,2
29379106_294984,2,2,2,2,2,2
29379106_294992,0,0,0,0,0,0
29379106_295136,2,2,2,2,2,2
29379106_295158,2,2,2,2,2,2
29379107_288577,1,0,0,0,0,0
29379107_288756,1,0,0,0,0,0
29379107_288757,1,0,0,0,0,0
29379107_288770,1,0,0,0,0,0
29379107_291584,1,0,0,0,0,0
29379107_291591,1,0,0,0,0,0
29379107_291671,0,0,0,0,0,0
29379107_291695,0,0,0,0,0,0
29379107_291713,0,0,0,0,0,0
29379107_291715,0,0,0,0,0,0
29379107_436520,0,0,0,0,0,0
29379107_436632,0,0,0,0,0,0
29379107_458170,0,0,0,0,0,0
29379107_458246,0,0,0,0,0,0
29379107_522039,0,0,0,0,0,0
29379107_522126,0,0,0,0,0,0
29379107_522130,0,0,0,0,0,0
29379110_4015,0,0,0,0,0,0
29379110_4023,2,2,2,2,2,2
29379110_4039,2,2,2,2,2,2
29379110_4066,2,2,2,2,2,2
29379110_4129,2,2,2,2,2,2
29379110_4138,2,2,2,2,2,2
29379110_77956,0,0,0,0,0,0
29379110_77976,0,0,0,0,0,0
29379110_77982,0,0,0,0,0,0
29379110_77986,2,2,2,2,2,2
29379110_80531,2,2,2,2,2,2
29379110_81306,2,2,2,2,2,2
29379112_300135,0,0,0,0,0,0
29379112_300161,0,0,0,0,0,0
29379112_300212,0,0,0,0,0,0
29379112_300213,0,0,0,0,0,0
29379112_300225,0,0,0,0,0,0
29379112_300226,0,0,0,0,0,0
29379112_300328,0,0,0,0,0,0
29379113_142006,1,0,0,0,0,0
29379113_142017,1,0,0,0,0,0
29379113_142892,1,0,0,0,0,0
29379113_142894,0,0,0,0,0,0
29379113_142916,1,0,0,0,0,0
29379114_528989,2,2,2,2,2,2
29379114_529126,0,0,0,0,0,0
29379114_530962,2,2,2,2,2,2
29379114_546868,0,0,0,0,0,0
29379114_546955,2,2,2,2,2,2
29379114_564275,0,0,0,0,0,0
29379115_114251,2,2,2,2,2,2
29379115_20119,0,0,0,0,0,0
29379115_902616,0,0,0,0,0,0
29379115_902625,0,0,0,0,0,0
29379115_902634,1,1,1,1,1,2
29379116_2040281,0,0,0,0,0,0
29379116_2040336,1,2,2,2,2,2
29379116_2042256,1,2,2,2,2,2
29379116_2042342,0,0,0,0,0,0
29379116_2043983,1,2,2,2,2,2
29379116_4049131,2,2,2,2,2,2
29379116_4678060,2,2,2,2,2,2
29379116_4678078,1,0,0,0,0,0
29379116_4678090,1,2,2,2,2,2
29379116_4678093,1,0,0,0,0,0
29379118_1099018,0,0,0,0,0,0
29379118_1099022,0,0,0,0,0,0
29379118_1154433,0,0,0,0,0,0
29379118_1154434,0,0,0,0,0,0
29379118_1154469,0,0,0,0,0,0
29379118_1195757,0,0,0,0,0,0
29379118_1195835,0,0,0,0,0,0
29379118_1195838,0,0,0,0,0,0
29379118_1345970,0,0,0,0,0,0
29379118_1440080,0,0,0,0,0,0
29379118_258310,0,0,0,0,0,0
29379119_121422,0,0,0,0,0,0
29379119_121445,0,0,0,0,0,0
29379120_1033565,0,0,0,0,0,0
29379120_1033675,0,0,0,0,0,0
29379120_1065044,0,0,0,0,0,0
29379120_1241601,0,0,0,0,0,0
29379120_1241608,0,0,0,0,0,0
29379120_1241671,1,1,1,1,1,1
29379120_1241959,0,0,0,0,0,0
29379120_1243475,1,1,0,0,0,0
29379120_1503994,0,0,0,0,0,0
29379120_2697844,0,0,0,0,0,0
29379120_2697864,0,0,0,0,0,0
29379120_2697872,0,0,0,0,0,0
29379120_2697891,0,0,0,0,0,0
29379120_2697929,0,0,0,0,0,0
29379120_2697937,0,0,0,0,0,0
29379120_2697943,0,0,0,0,0,0
29379120_2697955,0,0,0,0,0,0
29379120_2697967,0,0,0,0,0,0
29379120_2697971,0,0,0,0,0,0
29379120_2697972,0,0,0,0,0,0
29379120_2697975,0,0,0,0,0,0
29379120_2697978,0,0,0,0,0,0
29379120_2697982,0,0,0,0,0,0
29379120_2697984,0,0,0,0,0,0
29379120_2698012,0,0,0,0,0,0
29379120_2819744,0,0,0,0,0,0
29379120_2819757,0,0,0,0,0,0
29379120_2819765,0,0,0,0,0,0
29379120_2819777,0,0,0,0,0,0
29379120_2819778,0,0,0,0,0,0
29379120_2819779,0,0,0,0,0,0
29379120_2819783,0,0,0,0,0,0
29379120_2819799,0,0,0,0,0,0
29379120_2819814,0,0,0,0,0,0
29379120_2819842,0,0,0,0,0,0
29379120_2819845,0,0,0,0,0,0
29379120_2819856,0,0,0,0,0,0
29379120_2819864,0,0,0,0,0,0
29379120_2819871,1,1,1,1,1,1
29379120_2819877,0,0,0,0,0,0
29379120_2819928,0,0,0,0,0,0
29379120_2819957,0,0,0,0,0,0
29379120_2819958,0,0,0,0,0,0
29379120_2819961,0,0,0,0,0,0
29379120_2819973,0,0,0,0,0,0
29379120_2819980,0,0,0,0,0,0
29379120_2819983,0,0,0,0,0,0
29379120_2819998,0,0,0,0,0,0
29379120_3008485,0,0,0,0,0,0
29379120_3008487,0,0,0,0,0,0
29379120_3008488,0,0,0,0,0,0
29379120_3008504,0,0,0,0,0,0
29379120_3008518,0,0,0,0,0,0
29379120_3008638,0,0,0,0,0,0
29379120_3008909,0,0,0,0,0,0
29379120_443377,0,0,0,0,0,0
29379120_443384,0,0,0,0,0,0
29379120_443461,0,0,0,0,0,0
29379120_443471,0,0,0,0,0,0
29379120_443512,0,0,0,0,0,0
29379120_551997,0,0,0,0,0,0
29379120_552001,0,0,0,0,0,0
29379120_552026,0,0,0,0,0,0
29379120_832883,0,0,0,0,0,0
29379120_832918,0,0,0,0,0,0
29379120_832947,0,0,0,0,0,0
29379120_832993,0,0,0,0,0,0
29379120_833005,1,1,1,1,1,1
29379120_833009,0,0,0,0,0,0
29379120_833010,0,0,0,0,0,0
29379120_893311,0,0,0,0,0,0
29379120_893338,0,0,0,0,0,0
29379120_893405,0,0,0,0,0,0
29379120_893458,0,0,0,0,0,0
29379120_893954,0,0,0,0,0,0
29379120_894000,0,0,0,0,0,0
29379120_894011,0,0,0,0,0,0
29379121_1797815,0,0,0,0,0,0
29379121_1797832,0,0,0,0,0,0
29379121_1797920,0,0,0,0,0,0
29379121_2071079,1,1,1,NA,0,0
29379121_2071491,1,1,1,NA,0,0
29379121_2071496,1,1,1,NA,0,0
29379121_2089622,1,1,1,NA,0,0
29379121_2092642,0,0,0,0,0,0
29379121_2092738,1,1,1,NA,0,0
29379121_2095421,1,1,1,NA,0,0
29379121_2095515,1,1,1,NA,0,0
29379121_2096192,0,0,0,0,0,0
29379121_2096238,0,0,0,0,0,0
29379121_2250719,0,0,0,0,0,0
29379121_2250781,0,0,0,0,0,0
29379121_2250841,0,0,0,0,0,0
29379121_2250933,0,0,0,0,0,0
29379121_2251014,0,0,0,0,0,0
29379121_2259187,0,0,0,0,0,0
29379121_2290951,0,0,0,0,0,0
29379121_2367483,0,0,0,0,0,0
29379121_2367489,0,0,0,0,0,0
29379121_2367498,0,0,0,0,0,0
29379121_2367508,0,0,0,0,0,0
29379121_2367542,0,0,0,0,0,0
29379121_2367589,0,0,0,0,0,0
29379121_2367599,0,0,0,0,0,0
29379121_2367618,0,0,0,0,0,0
29379121_2368684,0,0,0,0,0,0
29379121_365815,2,2,2,2,2,2
29379121_367086,1,1,1,NA,0,0
29379121_440178,2,2,2,2,2,2
29379125_1289751,1,1,1,NA,0,0
29379125_1322646,1,1,1,NA,0,0
29379125_1322720,1,1,1,NA,0,0
29379125_146882,0,0,0,0,0,0
29379125_146903,0,0,0,0,0,0
29379125_146996,1,1,1,NA,0,0
29379125_147125,0,0,0,0,0,0
29379125_1739671,1,1,0,0,0,0
29379125_312783,1,1,1,NA,0,0
29379125_312837,1,1,1,NA,0,0
29379126_1214601,0,0,0,0,0,0
29379126_1242568,0,0,0,0,0,0
