,21_2-F,2121-S1,2121-1-S2,2121-11-S3,2121-111-S4,2121-111-S5
29378621_2925267,0,0,0,0,0,0
29378621_3554432,1,2,2,2,2,2
29378621_3598820,1,2,2,2,2,2
29378621_4340618,1,2,2,2,2,2
29378621_6004528,1,2,2,2,2,2
29378621_6282077,0,0,0,0,0,0
29378621_6282213,0,0,0,0,0,0
29378621_6282324,0,0,0,0,0,0
29378621_6302556,0,0,0,0,0,0
29378621_6302749,0,0,0,0,0,0
29378621_6302755,0,0,0,0,0,0
29378627_24165,1,2,2,2,2,2
29378627_46743,1,2,2,2,2,2
29378627_873108,0,0,0,0,0,0
29378628_701018,0,0,0,0,0,0
29378628_701030,0,0,0,0,0,0
29378628_701031,0,0,0,0,0,0
29378631_1288730,2,2,2,2,2,2
29378632_1067382,1,2,2,2,2,2
29378632_1067387,2,2,2,2,2,2
29378632_1067414,0,0,0,0,0,0
29378632_1067533,1,2,2,2,2,2
29378632_1068690,1,1,2,2,2,2
29378632_1068770,2,2,2,2,2,2
29378632_1068828,0,0,0,0,0,0
29378632_1888030,0,0,0,0,0,0
29378632_772440,1,2,2,2,2,2
29378632_772508,0,0,0,0,0,0
29378632_773611,2,2,2,2,2,2
29378632_773627,1,0,0,0,0,0
29378633_88217,1,1,1,1,1,1
29378633_88218,1,1,1,1,1,1
29378633_88220,1,0,0,0,0,0
29378633_88371,1,1,1,1,1,1
29378635_525282,1,1,0,0,0,0
29378636_1408482,2,2,2,2,2,2
29378636_1408555,2,2,2,2,2,2
29378636_1408717,2,2,2,2,2,2
29378636_1408840,2,2,2,2,2,2
29378636_1476345,2,2,2,2,2,2
29378636_2837329,0,0,0,0,0,0
29378636_3000091,1,1,1,1,1,1
29378636_3000145,1,1,1,1,1,0
29378636_3850851,2,2,2,2,2,2
29378636_415780,0,0,0,0,0,0
29378636_4192289,0,0,0,0,0,0
29378636_4197644,0,0,0,0,0,0
29378636_4197698,0,0,0,0,0,0
29378637_3087752,0,0,0,0,0,0
29378637_3087758,0,0,0,0,0,0
29378637_3087759,0,0,0,0,0,0
29378637_3087789,2,2,2,2,2,2
29378637_3087816,0,0,0,0,0,0
29378637_3087877,2,2,2,2,2,2
29378637_3087904,0,0,0,0,0,0
29378637_3245880,0,0,0,0,0,0
29378637_3245892,0,0,0,0,0,0
29378637_3245945,2,2,2,2,2,2
29378637_3245985,0,0,0,0,0,0
29378637_3246032,2,2,2,2,2,2
29378637_3246084,2,2,2,2,2,2
29378637_3246513,0,0,0,0,0,0
29378637_3246536,0,0,0,0,0,0
29378637_3246600,0,0,0,0,0,0
29378637_3246673,0,0,0,0,0,0
29378637_3599563,0,0,0,0,0,0
29378637_3599565,0,0,0,0,0,0
29378637_3599598,0,0,0,0,0,0
29378637_3618360,2,2,2,2,2,2
29378637_3618402,0,0,0,0,0,0
29378637_3675250,2,2,2,2,2,2
29378637_3675357,2,2,2,2,2,2
29378637_3729788,0,0,0,0,0,0
29378637_3729878,0,0,0,0,0,0
29378637_4436867,2,2,2,2,2,2
29378637_4436874,0,0,0,0,0,0
29378637_4701151,2,2,2,2,2,2
29378637_4858059,0,0,0,0,0,0
29378637_731038,1,0,0,0,0,0
29378637_732435,1,2,2,2,2,2
29378637_732494,1,0,0,0,0,0
29378642_153048,0,0,0,0,0,0
29378642_153110,0,0,0,0,0,0
29378642_153126,0,0,0,0,0,0
29378642_153146,0,0,0,0,0,0
29378642_153180,0,0,0,0,0,0
29378642_153195,0,0,0,0,0,0
29378642_153196,0,0,0,0,0,0
29378644_495160,0,0,0,0,0,0
29378644_495168,0,0,0,0,0,0
29378644_495227,0,0,0,0,0,0
29378644_495364,0,0,0,0,0,0
29378644_495870,1,2,2,2,2,2
29378645_360209,0,0,0,0,0,0
29378645_360242,0,0,0,0,0,0
29378645_360243,0,0,0,0,0,0
29378645_360245,0,0,0,0,0,0
29378645_360281,0,0,0,0,0,0
29378645_988945,0,0,0,0,0,0
29378647_340983,1,0,0,0,0,0
29378647_342412,1,0,0,0,0,0
29378647_402348,1,0,0,0,0,0
29378647_402364,1,0,0,0,0,0
29378649_1027256,1,1,1,2,2,2
29378649_1045976,1,1,1,1,1,2
29378649_1046004,1,1,1,2,2,2
29378651_160843,0,0,0,0,0,0
29378651_160908,0,0,0,0,0,0
29378651_160913,0,0,0,0,0,0
29378651_656494,0,0,0,0,0,0
29378651_656604,0,0,0,0,0,0
29378651_656638,0,0,0,0,0,0
29378651_656721,0,0,0,0,0,0
29378651_686273,0,0,0,0,0,0
29378651_717109,0,0,0,0,0,0
29378651_717138,0,0,0,0,0,0
29378651_717209,0,0,0,0,0,0
29378651_717239,0,0,0,0,0,0
29378651_717275,0,0,0,0,0,0
29378652_294180,0,0,0,0,0,0
29378652_294312,1,1,0,0,0,0
29378652_294315,1,1,0,0,0,0
29378652_529516,1,0,0,0,0,0
29378652_529517,1,0,0,0,0,0
29378652_856116,1,1,0,0,0,0
29378653_1714647,0,0,0,0,0,0
29378653_1838788,0,0,0,0,0,0
29378653_1838869,0,0,0,0,0,0
29378653_1838877,0,0,0,0,0,0
29378653_1839079,0,0,0,0,0,0
29378653_1839152,0,0,0,0,0,0
29378653_1839174,0,0,0,0,0,0
29378653_1910927,0,0,0,0,0,0
29378653_1910965,0,0,0,0,0,0
29378653_2190082,0,0,0,0,0,0
29378653_2200569,0,0,0,0,0,0
29378653_2200577,0,0,0,0,0,0
29378653_2200579,0,0,0,0,0,0
29378653_2200580,0,0,0,0,0,0
29378653_2200605,0,0,0,0,0,0
29378653_2200629,0,0,0,0,0,0
29378653_2200630,0,0,0,0,0,0
29378653_2200701,2,2,2,2,2,2
29378653_2200724,0,0,0,0,0,0
29378653_2222843,2,2,2,2,2,2
29378653_2222980,2,2,2,2,2,2
29378653_3641236,1,2,2,2,2,2
29378653_3641238,1,2,2,2,2,2
29378653_3641273,1,2,2,2,2,2
29378653_3641276,1,2,2,2,2,2
29378653_3641284,1,2,2,2,2,2
29378653_3641327,1,2,2,2,2,2
29378653_3793402,1,2,2,2,2,2
29378653_3793595,1,2,2,2,2,2
29378653_717679,1,1,0,0,0,0
29378653_717753,1,0,0,0,0,0
29378653_717780,1,0,0,0,0,0
29378653_717788,1,0,0,0,0,0
29378653_717796,1,1,1,1,1,1
29378653_717805,1,1,1,1,1,1
29378653_717816,1,1,0,0,0,0
29378653_717843,0,0,0,0,0,0
29378653_717845,0,0,0,0,0,0
29378653_717886,1,1,1,1,1,1
29378654_1164273,0,0,0,0,0,0
29378654_1254724,0,0,0,0,0,0
29378654_1286150,0,0,0,0,0,0
29378654_511949,0,0,0,0,0,0
29378656_40171,0,0,0,0,0,0
29378656_40228,0,0,0,0,0,0
29378657_1186811,0,0,0,0,0,0
29378657_1389482,0,0,0,0,0,0
29378657_1389522,0,0,0,0,0,0
29378657_335189,2,2,2,2,2,2
29378657_336969,0,0,0,0,0,0
29378657_451628,0,0,0,0,0,0
29378657_451678,0,0,0,0,0,0
29378657_451823,0,0,0,0,0,0
29378657_451845,0,0,0,0,0,0
29378657_451891,0,0,0,0,0,0
29378657_463727,0,0,0,0,0,0
29378657_463752,0,0,0,0,0,0
29378657_463818,0,0,0,0,0,0
29378657_625841,0,0,0,0,0,0
29378657_733474,0,0,0,0,0,0
29378657_851544,0,0,0,0,0,0
29378657_957701,0,0,0,0,0,0
29378659_254912,0,0,0,0,0,0
29378659_254985,0,0,0,0,0,0
29378659_255001,0,0,0,0,0,0
29378659_255006,0,0,0,0,0,0
29378659_255123,0,0,0,0,0,0
29378659_255272,0,0,0,0,0,0
29378659_255290,0,0,0,0,0,0
29378659_255314,0,0,0,0,0,0
29378660_592779,0,0,0,0,0,0
29378660_675991,0,0,0,0,0,0
29378660_675992,0,0,0,0,0,0
29378660_675993,0,0,0,0,0,0
29378660_675994,1,1,1,1,1,0
29378660_675997,0,0,0,0,0,0
29378660_675998,1,1,1,1,1,1
29378660_676002,0,0,0,0,0,0
29378660_676003,1,0,0,0,0,0
29378660_676005,1,1,1,0,0,0
29378660_676028,0,0,0,0,0,0
29378660_676030,1,0,0,0,0,0
29378660_676031,0,0,0,0,0,0
29378660_676032,1,1,1,1,0,0
29378660_676035,1,1,1,1,1,1
29378660_676037,0,0,0,0,0,0
29378660_676040,0,0,0,0,0,0
29378660_676042,1,0,0,0,0,0
29378660_676053,0,0,0,0,0,0
29378660_676061,0,0,0,0,0,0
29378660_676062,1,1,1,0,0,0
29378660_676079,0,0,0,0,0,0
29378660_676081,1,1,1,1,1,1
29378660_676095,0,0,0,0,0,0
29378660_676096,0,0,0,0,0,0
29378660_676104,1,1,1,1,1,1
29378660_676112,1,1,1,0,0,0
29378660_676113,1,1,1,1,1,0
29378660_676129,0,0,0,0,0,0
29378660_927563,0,0,0,0,0,0
29378662_62157,1,1,0,0,0,0
29378662_62186,1,1,0,0,0,0
29378663_392503,2,2,2,2,2,2
29378664_1365424,0,0,0,0,0,0
29378664_1365606,0,0,0,0,0,0
29378664_1365619,0,0,0,0,0,0
29378664_1365623,0,0,0,0,0,0
29378664_1365665,0,0,0,0,0,0
29378664_1365685,0,0,0,0,0,0
29378664_1365686,0,0,0,0,0,0
29378664_1750810,0,0,0,0,0,0
29378664_1750837,0,0,0,0,0,0
29378664_2064722,2,2,2,2,2,2
29378664_2074444,0,0,0,0,0,0
29378664_2098340,0,0,0,0,0,0
29378664_2098361,0,0,0,0,0,0
29378664_2098370,0,0,0,0,0,0
29378664_2098390,0,0,0,0,0,0
29378664_2098450,0,0,0,0,0,0
29378664_2098451,0,0,0,0,0,0
29378664_2098493,0,0,0,0,0,0
29378664_2098517,0,0,0,0,0,0
29378664_2916082,0,0,0,0,0,0
29378664_2926094,0,0,0,0,0,0
29378664_2933052,0,0,0,0,0,0
29378664_3516144,0,0,0,0,0,0
29378664_3516164,0,0,0,0,0,0
29378664_3516188,0,0,0,0,0,0
29378664_3545998,0,0,0,0,0,0
29378664_3546007,0,0,0,0,0,0
29378664_3546079,0,0,0,0,0,0
29378664_3546137,0,0,0,0,0,0
29378664_3546191,1,2,2,2,2,2
29378664_3605093,2,2,2,2,2,2
29378664_3605119,0,0,0,0,0,0
29378665_487416,0,0,0,0,0,0
29378665_487438,0,0,0,0,0,0
29378665_519035,0,0,0,0,0,0
29378665_519257,0,0,0,0,0,0
29378665_519287,0,0,0,0,0,0
29378666_1069200,0,0,0,0,0,0
29378666_1071548,1,2,2,2,2,2
29378666_204721,0,0,0,0,0,0
29378666_224070,0,0,0,0,0,0
29378666_2329519,2,2,2,2,2,2
29378666_2329604,2,2,2,2,2,2
29378666_2992269,0,0,0,0,0,0
29378666_2992281,0,0,0,0,0,0
29378666_2992297,0,0,0,0,0,0
29378666_304941,0,0,0,0,0,0
29378666_305036,1,2,2,2,2,2
29378666_305321,0,0,0,0,0,0
29378666_3222374,0,0,0,0,0,0
29378666_3222384,0,0,0,0,0,0
29378666_3222448,1,1,1,1,1,1
29378666_3222451,1,1,1,1,1,1
29378666_3222473,1,1,1,1,1,2
29378666_3222501,1,1,1,1,2,2
29378666_3222940,0,0,0,0,0,0
29378666_3222955,1,0,0,0,0,0
29378666_3223002,1,1,1,1,1,1
29378666_413661,0,0,0,0,0,0
29378666_42030,0,0,0,0,0,0
29378666_48104,0,0,0,0,0,0
29378666_91373,0,0,0,0,0,0
29378666_91445,0,0,0,0,0,0
29378666_91480,0,0,0,0,0,0
29378666_91524,0,0,0,0,0,0
29378667_1002100,2,2,2,2,2,2
29378667_1002109,0,0,0,0,0,0
29378667_1002114,0,0,0,0,0,0
29378667_1002115,0,0,0,0,0,0
29378667_1002119,0,0,0,0,0,0
29378667_1002191,0,0,0,0,0,0
29378667_1002197,0,0,0,0,0,0
29378667_1002203,0,0,0,0,0,0
29378667_37614,0,0,0,0,0,0
29378667_37967,0,0,0,0,0,0
29378667_443094,1,1,1,1,1,1
29378667_443097,1,0,0,0,0,0
29378667_445269,0,0,0,0,0,0
29378667_445332,1,1,1,1,1,1
29378667_445357,0,0,0,0,0,0
29378667_445395,1,1,1,1,1,1
29378667_445454,1,1,1,1,1,1
29378667_940961,0,0,0,0,0,0
29378667_941007,0,0,0,0,0,0
29378670_218845,0,0,0,0,0,0
29378670_218903,0,0,0,0,0,0
29378670_219101,0,0,0,0,0,0
29378670_222877,0,0,0,0,0,0
29378670_222907,0,0,0,0,0,0
29378670_222913,0,0,0,0,0,0
29378670_222934,0,0,0,0,0,0
29378670_223005,0,0,0,0,0,0
29378670_223026,0,0,0,0,0,0
29378670_223080,0,0,0,0,0,0
29378670_223089,0,0,0,0,0,0
29378670_223100,0,0,0,0,0,0
29378670_223117,0,0,0,0,0,0
29378670_223132,0,0,0,0,0,0
29378672_10160,0,0,0,0,0,0
29378672_10346,2,2,2,2,2,2
29378672_404231,0,0,0,0,0,0
29378672_404258,0,0,0,0,0,0
29378672_404330,0,0,0,0,0,0
29378672_404349,0,0,0,0,0,0
29378673_234172,0,0,0,0,0,0
29378673_234893,0,0,0,0,0,0
29378673_234894,0,0,0,0,0,0
29378674_611828,0,0,0,0,0,0
29378675_234570,0,0,0,0,0,0
29378676_297551,0,0,0,0,0,0
29378679_101967,0,0,0,0,0,0
29378679_102005,0,0,0,0,0,0
29378679_102074,0,0,0,0,0,0
29378680_448314,0,0,0,0,0,0
29378680_448421,0,0,0,0,0,0
29378680_449090,0,0,0,0,0,0
29378680_449157,0,0,0,0,0,0
29378680_449187,0,0,0,0,0,0
29378680_449189,0,0,0,0,0,0
29378680_450845,0,0,0,0,0,0
29378680_450848,0,0,0,0,0,0
29378680_452410,0,0,0,0,0,0
29378680_779078,0,0,0,0,0,0
29378680_779079,0,0,0,0,0,0
29378680_785391,0,0,0,0,0,0
29378680_785439,1,1,0,0,0,0
29378680_980243,0,0,0,0,0,0
29378680_980247,0,0,0,0,0,0
29378681_326334,1,0,0,0,0,0
29378681_326375,0,0,0,0,0,0
29378681_326429,0,0,0,0,0,0
29378681_449074,0,0,0,0,0,0
29378681_449084,2,2,2,2,2,2
29378681_449124,2,2,2,2,2,2
29378681_449152,2,2,2,2,2,2
29378681_449169,0,0,0,0,0,0
29378681_780068,2,2,2,2,2,2
29378681_780089,0,0,0,0,0,0
29378681_780174,1,2,2,2,2,2
29378681_780178,0,0,0,0,0,0
29378681_780237,0,0,0,0,0,0
29378682_11343716,1,1,0,0,0,0
29378682_11499496,1,1,0,0,0,0
29378682_1173569,0,0,0,0,0,0
29378682_180389,1,1,0,0,0,0
29378682_2070047,0,0,0,0,0,0
29378682_2324205,0,0,0,0,0,0
29378682_2324262,0,0,0,0,0,0
29378682_2324430,0,0,0,0,0,0
29378682_2324455,0,0,0,0,0,0
29378682_233301,0,0,0,0,0,0
29378682_233302,0,0,0,0,0,0
29378682_2923289,0,0,0,0,0,0
29378682_2923343,0,0,0,0,0,0
29378682_2932547,0,0,0,0,0,0
29378682_2953562,0,0,0,0,0,0
29378682_2965396,0,0,0,0,0,0
29378682_3004886,0,0,0,0,0,0
29378682_3004929,0,0,0,0,0,0
29378682_3005019,0,0,0,0,0,0
29378682_3005235,0,0,0,0,0,0
29378682_3747160,0,0,0,0,0,0
29378682_3747272,0,0,0,0,0,0
29378682_3772947,0,0,0,0,0,0
29378682_3773063,0,0,0,0,0,0
29378682_3798668,0,0,0,0,0,0
29378682_3798816,0,0,0,0,0,0
29378682_3799051,0,0,0,0,0,0
29378682_3799072,0,0,0,0,0,0
29378682_3799160,0,0,0,0,0,0
29378682_3799171,0,0,0,0,0,0
29378682_3832177,0,0,0,0,0,0
29378682_8755730,0,0,0,0,0,0
29378682_8755795,0,0,0,0,0,0
29378682_8755831,0,0,0,0,0,0
29378682_8755844,1,1,0,0,0,0
29378682_9001109,0,0,0,0,0,0
29378682_9002940,0,0,0,0,0,0
29378682_9002947,0,0,0,0,0,0
29378682_9002948,0,0,0,0,0,0
29378682_9002971,0,0,0,0,0,0
29378682_9003083,0,0,0,0,0,0
29378682_9003212,0,0,0,0,0,0
29378683_758228,0,0,0,0,0,0
29378683_758279,0,0,0,0,0,0
29378683_758348,0,0,0,0,0,0
29378683_767558,0,0,0,0,0,0
29378683_767569,0,0,0,0,0,0
29378683_768178,0,0,0,0,0,0
29378683_769045,0,0,0,0,0,0
29378683_771709,0,0,0,0,0,0
29378683_771726,0,0,0,0,0,0
29378683_771832,0,0,0,0,0,0
29378684_12139,1,0,0,0,0,0
29378684_12150,0,0,0,0,0,0
29378685_2081474,0,0,0,0,0,0
29378685_2081496,0,0,0,0,0,0
29378685_481790,0,0,0,0,0,0
29378688_1213170,1,1,0,0,0,0
29378688_1213185,1,1,0,0,0,0
29378688_1213199,1,1,0,0,0,0
29378688_1213214,1,1,0,0,0,0
29378688_1955741,0,0,0,0,0,0
29378688_2235610,1,1,1,NA,2,2
29378689_146684,0,0,0,0,0,0
29378689_180635,0,0,0,0,0,0
29378689_947417,0,0,0,0,0,0
29378689_947998,0,0,0,0,0,0
29378691_1516239,0,0,0,0,0,0
29378691_1516305,0,0,0,0,0,0
29378691_724532,2,2,2,2,2,2
29378691_724577,0,0,0,0,0,0
29378691_724679,0,0,0,0,0,0
29378693_562608,0,0,0,0,0,0
29378693_562611,0,0,0,0,0,0
29378693_562639,1,1,1,2,2,2
29378693_562729,1,1,1,2,2,2
29378693_755218,1,1,1,2,2,2
29378693_755240,1,1,1,2,2,2
29378693_755241,1,1,1,2,2,2
29378693_872207,1,0,0,0,0,0
29378693_872215,1,0,0,0,0,0
29378693_872216,0,0,0,0,0,0
29378693_872217,1,0,0,0,0,0
29378693_872289,0,0,0,0,0,0
29378693_872299,0,0,0,0,0,0
29378693_972312,0,0,0,0,0,0
29378693_972313,0,0,0,0,0,0
29378693_972334,1,1,1,2,2,2
29378693_972339,1,1,1,2,2,2
29378693_972352,1,1,1,2,2,2
29378693_972367,1,1,1,2,2,2
29378693_972368,1,1,1,2,2,2
29378693_972372,0,0,0,0,0,0
29378693_972405,1,0,0,0,0,0
29378694_139732,0,0,0,0,0,0
29378694_255598,0,0,0,0,0,0
29378694_255646,0,0,0,0,0,0
29378694_445882,0,0,0,0,0,0
29378694_485098,0,0,0,0,0,0
29378694_485145,0,0,0,0,0,0
29378694_926993,1,0,0,0,0,0
29378694_927006,1,0,0,0,0,0
29378694_927007,1,0,0,0,0,0
29378694_927041,1,0,0,0,0,0
29378694_927049,1,0,0,0,0,0
29378694_927078,0,0,0,0,0,0
29378694_927079,0,0,0,0,0,0
29378694_927085,0,0,0,0,0,0
29378695_428012,0,0,0,0,0,0
29378698_235080,0,0,0,0,0,0
29378698_235144,0,0,0,0,0,0
29378698_235203,0,0,0,0,0,0
29378699_1128325,0,0,0,0,0,0
29378699_1128379,0,0,0,0,0,0
29378699_1128488,0,0,0,0,0,0
29378699_1155430,0,0,0,0,0,0
29378699_1155453,0,0,0,0,0,0
29378699_1155459,0,0,0,0,0,0
29378699_1155492,0,0,0,0,0,0
29378699_1155565,0,0,0,0,0,0
29378699_1605280,0,0,0,0,0,0
29378699_1605289,0,0,0,0,0,0
29378699_1605333,0,0,0,0,0,0
29378699_1605341,0,0,0,0,0,0
29378699_1630935,0,0,0,0,0,0
29378699_1631975,0,0,0,0,0,0
29378699_1631981,0,0,0,0,0,0
29378699_1631991,1,1,1,1,1,1
29378699_1631992,0,0,0,0,0,0
29378699_1632008,1,1,1,1,1,1
29378699_1632018,1,0,0,0,0,0
29378699_1632027,1,1,1,1,1,1
29378699_1632041,1,1,1,1,1,1
29378699_1632089,0,0,0,0,0,0
29378699_1632131,0,0,0,0,0,0
29378699_1635346,0,0,0,0,0,0
29378699_1635358,0,0,0,0,0,0
29378699_1635377,0,0,0,0,0,0
29378699_1635391,0,0,0,0,0,0
29378699_1635406,0,0,0,0,0,0
29378699_1635407,0,0,0,0,0,0
29378699_1635527,0,0,0,0,0,0
29378699_1637028,0,0,0,0,0,0
29378699_1652160,0,0,0,0,0,0
29378699_1652278,0,0,0,0,0,0
29378699_1652369,0,0,0,0,0,0
29378699_1652378,0,0,0,0,0,0
29378699_1654283,0,0,0,0,0,0
29378699_1654312,0,0,0,0,0,0
29378699_472021,1,2,2,2,2,2
29378699_82466,0,0,0,0,0,0
29378699_82533,1,2,2,2,2,2
29378701_1042323,0,0,0,0,0,0
29378701_1042328,0,0,0,0,0,0
29378701_1042344,0,0,0,0,0,0
29378701_1042371,0,0,0,0,0,0
29378701_1042426,0,0,0,0,0,0
29378701_1042472,0,0,0,0,0,0
29378703_1236600,2,2,2,2,2,2
29378705_437513,1,2,2,2,2,2
29378705_469456,1,2,2,2,2,2
29378705_470882,0,0,0,0,0,0
29378706_32243,2,2,2,2,2,2
29378706_32285,0,0,0,0,0,0
29378706_32401,1,1,1,1,1,1
29378706_43936,0,0,0,0,0,0
29378706_583836,1,0,0,0,0,0
29378706_583847,1,0,0,0,0,0
29378706_74528,1,1,1,1,1,1
29378706_74550,0,0,0,0,0,0
29378706_74613,1,1,1,1,1,0
29378707_353725,1,0,0,0,0,0
29378707_353736,0,0,0,0,0,0
29378707_353814,0,0,0,0,0,0
29378707_353873,0,0,0,0,0,0
29378707_353961,0,0,0,0,0,0
29378707_354133,1,0,0,0,0,0
29378711_932191,0,0,0,0,0,0
29378713_1653154,0,0,0,0,0,0
29378713_1653179,0,0,0,0,0,0
29378713_1653236,0,0,0,0,0,0
29378713_2026525,0,0,0,0,0,0
29378713_2026563,1,0,0,0,0,0
29378713_2026572,0,0,0,0,0,0
29378713_2026633,0,0,0,0,0,0
29378713_2182969,1,0,0,0,0,0
29378713_232090,0,0,0,0,0,0
29378713_770683,0,0,0,0,0,0
29378713_770753,0,0,0,0,0,0
29378713_770778,0,0,0,0,0,0
29378714_34043,2,2,2,2,2,2
29378714_34089,2,2,2,2,2,2
29378714_34107,2,2,2,2,2,2
29378714_34121,2,2,2,2,2,2
29378714_99161,2,2,2,2,2,2
29378714_99162,0,0,0,0,0,0
29378714_99168,2,2,2,2,2,2
29378714_99229,2,2,2,2,2,2
29378716_325571,0,0,0,0,0,0
29378716_325612,0,0,0,0,0,0
29378716_325629,1,2,2,2,2,2
29378716_326294,0,0,0,0,0,0
29378716_420961,0,0,0,0,0,0
29378716_421027,0,0,0,0,0,0
29378717_1193333,1,2,2,2,2,2
29378717_1232442,1,2,2,2,2,2
29378717_1337796,1,1,2,2,2,2
29378717_1361607,1,2,2,2,2,2
29378717_1362873,1,2,2,2,2,2
29378717_1362883,1,2,2,2,2,2
29378717_1362926,1,2,2,2,2,2
29378717_1362996,1,2,2,2,2,2
29378717_262232,1,2,2,2,2,2
29378717_262501,1,0,0,0,0,0
29378721_1618783,0,0,0,0,0,0
29378721_1618858,0,0,0,0,0,0
29378721_1618985,0,0,0,0,0,0
29378721_1837067,2,2,2,2,2,2
29378721_1837105,2,2,2,2,2,2
29378722_904560,1,0,0,0,0,0
29378722_904732,0,0,0,0,0,0
29378722_904873,1,0,0,0,0,0
29378722_904877,1,0,0,0,0,0
29378722_904900,1,0,0,0,0,0
29378722_904950,1,0,0,0,0,0
29378722_905089,1,0,0,0,0,0
29378722_905099,1,0,0,0,0,0
29378722_905274,1,0,0,0,0,0
29378725_586521,0,0,0,0,0,0
29378725_586627,0,0,0,0,0,0
29378725_608562,1,2,2,2,2,2
29378725_608636,0,0,0,0,0,0
29378725_664133,0,0,0,0,0,0
29378725_664142,1,2,2,2,2,2
29378725_664143,1,2,2,2,2,2
29378725_664146,1,2,2,2,2,2
29378725_664157,1,2,2,2,2,2
29378725_664158,1,2,2,2,2,2
29378725_96396,0,0,0,0,0,0
29378725_96408,1,2,2,2,2,2
29378725_96444,0,0,0,0,0,0
29378725_96536,1,2,2,2,2,2
29378725_96697,1,2,2,2,2,2
29378727_397113,1,0,0,0,0,0
29378727_478158,0,0,0,0,0,0
29378727_478257,0,0,0,0,0,0
29378727_507052,0,0,0,0,0,0
29378727_507147,0,0,0,0,0,0
29378727_540766,0,0,0,0,0,0
29378727_540787,0,0,0,0,0,0
29378727_540870,0,0,0,0,0,0
29378727_556519,0,0,0,0,0,0
29378727_557021,1,0,0,0,0,0
29378728_1568849,0,0,0,0,0,0
29378728_1568979,0,0,0,0,0,0
29378728_2348553,1,2,2,2,2,2
29378728_2348649,1,1,0,0,0,0
29378728_2394310,1,1,0,0,0,0
29378728_2394350,0,0,0,0,0,0
29378728_2394741,1,1,0,0,0,0
29378728_734953,2,2,2,2,2,2
29378729_1389748,2,2,2,2,2,2
29378729_1390200,2,2,2,2,2,2
29378729_1390225,2,2,2,2,2,2
29378729_1390273,2,2,2,2,2,2
29378729_1390306,2,2,2,2,2,2
29378729_1390471,2,2,2,2,2,2
29378729_1390588,2,2,2,2,2,2
29378729_1395364,0,0,0,0,0,0
29378729_1395445,2,2,2,2,2,2
29378729_1395478,2,2,2,2,2,2
29378729_1411730,2,2,2,2,2,2
29378729_168425,1,1,1,1,2,2
29378729_168546,0,0,0,0,0,0
29378729_168547,0,0,0,0,0,0
29378729_168550,0,0,0,0,0,0
29378729_168687,1,1,1,1,2,2
29378729_2297718,0,0,0,0,0,0
29378729_2298206,0,0,0,0,0,0
29378729_2300038,0,0,0,0,0,0
29378729_2300077,1,1,1,1,2,2
29378729_2302997,2,2,2,2,2,2
29378729_338844,0,0,0,0,0,0
29378729_338845,0,0,0,0,0,0
29378729_338859,0,0,0,0,0,0
29378729_338873,0,0,0,0,0,0
29378729_338881,0,0,0,0,0,0
29378729_338977,1,1,1,1,0,0
29378731_75047,1,0,0,0,0,0
29378731_75054,1,0,0,0,0,0
29378731_75058,1,0,0,0,0,0
29378731_75068,0,0,0,0,0,0
29378731_75070,0,0,0,0,0,0
29378731_75094,1,0,0,0,0,0
29378731_75097,0,0,0,0,0,0
29378731_75112,1,0,0,0,0,0
29378731_75127,0,0,0,0,0,0
29378731_75129,0,0,0,0,0,0
29378731_75134,0,0,0,0,0,0
29378731_75138,0,0,0,0,0,0
29378731_75144,0,0,0,0,0,0
29378731_75148,0,0,0,0,0,0
29378731_75150,0,0,0,0,0,0
29378734_1970641,2,2,2,2,2,2
29378734_1970682,2,2,2,2,2,2
29378734_1970710,2,2,2,2,2,2
29378734_446212,2,2,2,2,2,2
29378735_10577921,0,0,0,0,0,0
29378735_10577925,0,0,0,0,0,0
29378735_10577929,0,0,0,0,0,0
29378735_10577944,0,0,0,0,0,0
29378735_10578285,0,0,0,0,0,0
29378735_10580592,0,0,0,0,0,0
29378735_10581460,0,0,0,0,0,0
29378735_10582269,0,0,0,0,0,0
29378735_10582320,0,0,0,0,0,0
29378735_10597718,0,0,0,0,0,0
29378735_10597805,0,0,0,0,0,0
29378735_10726534,0,0,0,0,0,0
29378735_10726550,0,0,0,0,0,0
29378735_10930428,0,0,0,0,0,0
29378735_10930434,0,0,0,0,0,0
29378735_10930442,0,0,0,0,0,0
29378735_11090633,0,0,0,0,0,0
29378735_11090941,0,0,0,0,0,0
29378735_17851,0,0,0,0,0,0
29378735_17890,0,0,0,0,0,0
29378735_395056,0,0,0,0,0,0
29378735_398281,0,0,0,0,0,0
29378735_398293,0,0,0,0,0,0
29378735_398303,0,0,0,0,0,0
29378735_398305,0,0,0,0,0,0
29378735_398329,0,0,0,0,0,0
29378735_398360,0,0,0,0,0,0
29378735_398361,0,0,0,0,0,0
29378735_398378,0,0,0,0,0,0
29378735_398406,0,0,0,0,0,0
29378735_6425016,0,0,0,0,0,0
29378735_6461472,1,1,1,1,2,2
29378735_6462007,1,2,2,2,2,2
29378735_6462040,0,0,0,0,0,0
29378735_6462103,1,1,1,1,2,2
29378735_6612566,1,1,1,1,2,2
29378735_6612645,0,0,0,0,0,0
29378735_6612654,0,0,0,0,0,0
29378735_6631225,0,0,0,0,0,0
29378735_6631226,0,0,0,0,0,0
29378735_6631231,0,0,0,0,0,0
