,6_4-F,646-S1,646-4-S2,646-45-S3,646-454-S4,646-454-S5
29378706_32243,2,2,2,2,2,2
29378706_32285,0,0,0,0,0,0
29378706_32401,1,1,1,1,1,1
29378706_43936,0,0,0,0,0,0
29378706_583847,0,0,0,0,0,0
29378706_74528,0,0,0,0,0,0
29378706_74550,0,0,0,0,0,0
29378706_74613,1,2,2,2,2,2
29378707_353725,0,0,0,0,0,0
29378707_353736,0,0,0,0,0,0
29378707_353814,0,0,0,0,0,0
29378707_353873,0,0,0,0,0,0
29378707_353961,0,0,0,0,0,0
29378707_354133,0,0,0,0,0,0
29378713_1653154,0,0,0,0,0,0
29378713_1653179,0,0,0,0,0,0
29378713_1653236,0,0,0,0,0,0
29378713_2026525,1,1,1,1,0,0
29378713_2026563,1,1,1,1,2,2
29378713_2026572,1,1,1,1,0,0
29378713_2026633,1,1,1,1,0,0
29378713_2182969,0,0,0,0,0,0
29378713_232090,1,1,1,1,0,0
29378713_770683,0,0,0,0,0,0
29378713_770753,0,0,0,0,0,0
29378713_770778,0,0,0,0,0,0
29378714_34043,1,1,1,0,0,0
29378714_34089,1,1,0,0,0,0
29378714_34107,1,1,1,0,0,0
29378714_34121,1,1,0,0,0,0
29378714_99099,1,1,1,0,0,0
29378714_99161,1,1,1,0,0,0
29378714_99162,0,0,0,0,0,0
29378714_99168,1,1,1,0,0,0
29378714_99229,1,1,1,0,0,0
29378716_325571,1,0,0,0,0,0
29378716_325612,0,0,0,0,0,0
29378716_325629,1,1,0,0,0,0
29378716_326294,0,0,0,0,0,0
29378716_420961,1,0,0,0,0,0
29378716_421027,1,0,0,0,0,0
29378717_1193333,0,0,0,0,0,0
29378717_1232442,0,0,0,0,0,0
29378717_1337796,0,0,0,0,0,0
29378717_1361607,0,0,0,0,0,0
29378717_1362873,0,0,0,0,0,0
29378717_1362883,0,0,0,0,0,0
29378717_1362926,0,0,0,0,0,0
29378717_1362996,0,0,0,0,0,0
29378717_262232,0,0,0,0,0,0
29378717_262501,2,2,2,2,2,2
29378721_1618858,0,0,0,0,0,0
29378722_904560,1,1,2,2,2,2
29378722_904732,0,0,0,0,0,0
29378722_904873,1,1,2,2,2,2
29378722_904877,1,1,2,2,2,2
29378722_904900,1,1,2,2,2,2
29378722_904950,1,1,2,2,2,2
29378722_905089,1,1,2,2,2,2
29378722_905099,1,1,2,2,2,2
29378722_905274,1,1,2,2,2,2
29378725_586521,0,0,0,0,0,0
29378725_586627,0,0,0,0,0,0
29378725_608562,0,0,0,0,0,0
29378725_608636,0,0,0,0,0,0
29378725_664133,0,0,0,0,0,0
29378725_664142,0,0,0,0,0,0
29378725_664143,0,0,0,0,0,0
29378725_664146,0,0,0,0,0,0
29378725_664157,0,0,0,0,0,0
29378725_664158,0,0,0,0,0,0
29378725_664181,0,0,0,0,0,0
29378725_664182,0,0,0,0,0,0
29378725_96396,0,0,0,0,0,0
29378725_96408,0,0,0,0,0,0
29378725_96444,0,0,0,0,0,0
29378725_96536,0,0,0,0,0,0
29378725_96697,0,0,0,0,0,0
29378727_478158,0,0,0,0,0,0
29378727_478257,0,0,0,0,0,0
29378727_507052,0,0,0,0,0,0
29378727_507147,0,0,0,0,0,0
29378727_540766,0,0,0,0,0,0
29378727_540787,0,0,0,0,0,0
29378727_540870,0,0,0,0,0,0
29378727_556519,0,0,0,0,0,0
29378727_557021,1,1,1,1,2,2
29378728_2274502,0,0,0,0,0,0
29378728_2274537,0,0,0,0,0,0
29378728_2348553,0,0,0,0,0,0
29378728_2348649,0,0,0,0,0,0
29378728_2394310,0,0,0,0,0,0
29378728_2394350,0,0,0,0,0,0
29378728_2394741,0,0,0,0,0,0
29378728_734953,1,0,0,0,0,0
29378729_1390225,1,1,0,0,0,0
29378729_1390273,1,1,0,0,0,0
29378729_1390306,0,0,0,0,0,0
29378729_1390588,1,1,0,0,0,0
29378729_1395364,1,1,2,2,2,2
29378729_168546,0,0,0,0,0,0
29378729_168547,0,0,0,0,0,0
29378729_168550,0,0,0,0,0,0
29378729_2297718,1,0,0,0,0,0
29378729_2300038,0,0,0,0,0,0
29378729_2300077,0,0,0,0,0,0
29378729_338844,0,0,0,0,0,0
29378729_338845,0,0,0,0,0,0
29378729_338859,0,0,0,0,0,0
29378729_338873,0,0,0,0,0,0
29378729_338881,0,0,0,0,0,0
29378729_338977,1,0,0,0,0,0
29378731_75047,0,0,0,0,0,0
29378731_75054,1,0,0,0,0,0
29378731_75058,1,0,0,0,0,0
29378731_75068,0,0,0,0,0,0
29378731_75070,0,0,0,0,0,0
29378731_75094,0,0,0,0,0,0
29378731_75097,0,0,0,0,0,0
29378731_75127,0,0,0,0,0,0
29378731_75129,0,0,0,0,0,0
29378731_75134,0,0,0,0,0,0
29378731_75138,0,0,0,0,0,0
29378731_75144,0,0,0,0,0,0
29378731_75148,0,0,0,0,0,0
29378731_75150,0,0,0,0,0,0
29378735_10577925,1,1,1,2,2,2
29378735_10578285,1,1,1,1,2,2
29378735_10726550,0,0,0,0,0,0
29378735_17851,0,0,0,0,0,0
29378735_17890,0,0,0,0,0,0
29378735_398281,0,0,0,0,0,0
29378735_398293,0,0,0,0,0,0
29378735_398303,0,0,0,0,0,0
29378735_398305,0,0,0,0,0,0
29378735_398329,0,0,0,0,0,0
29378735_398360,1,1,2,2,2,2
29378735_398361,0,0,0,0,0,0
29378735_398378,0,0,0,0,0,0
29378735_6425016,0,0,0,0,0,0
29378735_6461472,2,2,2,2,2,2
29378735_6462007,2,2,2,2,2,2
29378735_6462040,0,0,0,0,0,0
29378735_6462103,2,2,2,2,2,2
29378735_6612566,2,2,2,2,2,2
29378735_6612645,0,0,0,0,0,0
29378735_6612654,0,0,0,0,0,0
29378735_6631225,0,0,0,0,0,0
29378735_6631226,0,0,0,0,0,0
29378735_6631231,0,0,0,0,0,0
29378735_6631240,0,0,0,0,0,0
29378735_6631250,0,0,0,0,0,0
29378735_6652914,0,0,0,0,0,0
29378735_6652952,1,2,2,2,2,2
29378735_6654543,2,2,2,2,2,2
29378735_6654570,2,2,2,2,2,2
29378735_7046335,2,2,2,2,2,2
29378735_7046385,0,0,0,0,0,0
29378735_7046416,0,0,0,0,0,0
29378735_7446611,0,0,0,0,0,0
29378735_7446727,0,0,0,0,0,0
29378735_8158132,0,0,0,0,0,0
29378735_8158136,0,0,0,0,0,0
29378735_8158146,0,0,0,0,0,0
29378735_8158160,0,0,0,0,0,0
29378735_8158170,0,0,0,0,0,0
29378735_8158275,2,2,2,2,2,2
29378735_8158325,0,0,0,0,0,0
29378735_8270860,0,0,0,0,0,0
29378735_9319601,0,0,0,0,0,0
29378735_9348443,0,0,0,0,0,0
29378736_108152,0,0,0,0,0,0
29378736_1546471,1,1,0,0,0,0
29378736_1549018,1,1,0,0,0,0
29378736_1549097,1,1,0,0,0,0
29378736_1549104,1,1,0,0,0,0
29378736_1549105,1,1,0,0,0,0
29378736_1549156,1,1,0,0,0,0
29378736_1549187,1,1,0,0,0,0
29378736_1549198,1,1,0,0,0,0
29378736_1549226,1,1,0,0,0,0
29378736_177893,0,0,0,0,0,0
29378736_177900,0,0,0,0,0,0
29378736_177908,0,0,0,0,0,0
29378736_177940,0,0,0,0,0,0
29378736_177957,0,0,0,0,0,0
29378736_178090,0,0,0,0,0,0
29378736_178096,0,0,0,0,0,0
29378736_178118,0,0,0,0,0,0
29378736_178153,0,0,0,0,0,0
29378736_180004,0,0,0,0,0,0
29378736_180044,0,0,0,0,0,0
29378736_180086,0,0,0,0,0,0
29378736_180093,0,0,0,0,0,0
29378736_180097,0,0,0,0,0,0
29378736_1813028,1,0,0,0,0,0
29378736_2484094,0,0,0,0,0,0
29378736_2511778,0,0,0,0,0,0
29378736_2512171,0,0,0,0,0,0
29378736_2635080,0,0,0,0,0,0
29378736_2635123,0,0,0,0,0,0
29378736_2635338,0,0,0,0,0,0
29378736_2635365,0,0,0,0,0,0
29378736_2635384,0,0,0,0,0,0
29378737_221000,0,0,0,0,0,0
29378737_221591,0,0,0,0,0,0
29378737_221596,0,0,0,0,0,0
29378737_221611,0,0,0,0,0,0
29378737_221617,0,0,0,0,0,0
29378737_221729,0,0,0,0,0,0
29378737_221800,0,0,0,0,0,0
29378737_221822,0,0,0,0,0,0
29378737_222265,0,0,0,0,0,0
29378737_222309,0,0,0,0,0,0
29378737_222313,0,0,0,0,0,0
29378738_311377,1,2,2,2,2,2
29378738_334998,1,2,2,2,2,2
29378738_335052,1,2,2,2,2,2
29378739_987457,0,0,0,0,0,0
29378739_987483,0,0,0,0,0,0
29378739_987510,0,0,0,0,0,0
29378739_987599,1,1,1,0,0,0
29378740_1547574,0,0,0,0,0,0
29378740_1576642,0,0,0,0,0,0
29378740_1881824,0,0,0,0,0,0
29378740_1881919,0,0,0,0,0,0
29378740_1882010,2,2,2,2,2,2
29378740_5032798,2,2,2,2,2,2
29378740_5032816,0,0,0,0,0,0
29378742_425261,0,0,0,0,0,0
29378743_1796103,2,2,2,2,2,2
29378743_2851935,0,0,0,0,0,0
29378744_183920,2,2,2,2,2,2
29378744_184050,2,2,2,2,2,2
29378744_184076,2,2,2,2,2,2
29378744_186217,2,2,2,2,2,2
29378744_186311,2,2,2,2,2,2
29378744_186868,2,2,2,2,2,2
29378744_186962,2,2,2,2,2,2
29378749_308394,0,0,0,0,0,0
29378750_1402549,0,0,0,0,0,0
29378750_2486950,0,0,0,0,0,0
29378750_2486958,0,0,0,0,0,0
29378750_2486976,0,0,0,0,0,0
29378750_2487079,1,1,0,0,0,0
29378750_2548077,1,1,0,0,0,0
29378750_2548129,1,1,0,0,0,0
29378750_2548294,1,1,0,0,0,0
29378750_2548336,1,1,0,0,0,0
29378750_2548357,1,1,0,0,0,0
29378750_2548372,1,1,0,0,0,0
29378750_52614,0,0,0,0,0,0
29378750_52686,1,0,0,0,0,0
29378751_533174,1,1,2,2,2,2
29378751_538366,1,1,2,2,2,2
29378754_105513,0,0,0,0,0,0
29378754_106065,0,0,0,0,0,0
29378758_1466280,0,0,0,0,0,0
29378758_1466285,0,0,0,0,0,0
29378758_1466309,0,0,0,0,0,0
29378758_1466315,0,0,0,0,0,0
29378758_1466317,0,0,0,0,0,0
29378758_1466383,0,0,0,0,0,0
29378758_1466386,0,0,0,0,0,0
29378758_1466413,0,0,0,0,0,0
29378758_1466431,0,0,0,0,0,0
29378758_1466455,0,0,0,0,0,0
29378758_341637,1,0,0,0,0,0
29378758_341684,1,0,0,0,0,0
29378758_341703,1,0,0,0,0,0
29378760_50030,0,0,0,0,0,0
29378764_2215839,0,0,0,0,0,0
29378764_720449,0,0,0,0,0,0
29378764_720530,0,0,0,0,0,0
29378764_720534,0,0,0,0,0,0
29378765_1980739,0,0,0,0,0,0
29378765_1983135,0,0,0,0,0,0
29378765_1983157,0,0,0,0,0,0
29378765_2517611,0,0,0,0,0,0
29378765_2775702,0,0,0,0,0,0
29378765_2775704,0,0,0,0,0,0
29378765_2775717,0,0,0,0,0,0
29378765_3518641,0,0,0,0,0,0
29378765_3518682,0,0,0,0,0,0
29378765_3518810,0,0,0,0,0,0
29378765_3518862,0,0,0,0,0,0
29378769_266116,0,0,0,0,0,0
29378770_186550,0,0,0,0,0,0
29378770_186735,0,0,0,0,0,0
29378770_186740,0,0,0,0,0,0
29378770_186747,0,0,0,0,0,0
29378770_186756,0,0,0,0,0,0
29378770_186769,1,1,1,1,1,1
29378770_186818,1,1,1,1,1,1
29378770_551336,1,1,1,2,2,2
29378770_638693,0,0,0,0,0,0
29378770_638819,1,1,1,2,2,2
29378771_155212,1,1,2,2,2,2
29378771_155447,0,0,0,0,0,0
29378771_155453,1,1,2,2,2,2
29378771_155470,1,1,1,1,2,2
29378771_155477,1,1,1,1,2,2
29378771_198010,1,1,2,2,2,2
29378771_198112,1,1,2,2,2,2
29378771_198124,0,0,0,0,0,0
29378771_198430,1,1,2,2,2,2
29378771_4008448,0,0,0,0,0,0
29378771_4008454,0,0,0,0,0,0
29378771_4008462,0,0,0,0,0,0
29378771_4008465,0,0,0,0,0,0
29378771_4008490,0,0,0,0,0,0
29378771_4008495,0,0,0,0,0,0
29378771_4008498,0,0,0,0,0,0
29378771_4008502,0,0,0,0,0,0
29378771_4008573,0,0,0,0,0,0
29378771_4008582,0,0,0,0,0,0
29378771_4010462,0,0,0,0,0,0
29378772_169075,1,1,2,2,2,2
29378772_385644,0,0,0,0,0,0
29378772_385706,0,0,0,0,0,0
29378772_466888,0,0,0,0,0,0
29378772_466891,0,0,0,0,0,0
29378772_466892,0,0,0,0,0,0
29378772_466921,0,0,0,0,0,0
29378772_466928,0,0,0,0,0,0
29378772_466972,0,0,0,0,0,0
29378772_467021,0,0,0,0,0,0
29378772_467054,0,0,0,0,0,0
29378772_467362,0,0,0,0,0,0
29378772_467422,0,0,0,0,0,0
29378772_467478,0,0,0,0,0,0
29378772_509291,0,0,0,0,0,0
29378772_509714,0,0,0,0,0,0
29378772_509801,0,0,0,0,0,0
29378772_511802,0,0,0,0,0,0
29378772_511830,0,0,0,0,0,0
29378772_511850,0,0,0,0,0,0
29378772_511872,0,0,0,0,0,0
29378772_511924,0,0,0,0,0,0
29378772_511953,0,0,0,0,0,0
29378772_642627,1,1,0,0,0,0
29378772_716985,0,0,0,0,0,0
29378772_717048,0,0,0,0,0,0
29378772_717065,0,0,0,0,0,0
29378772_834867,1,1,2,2,2,2
29378772_834915,0,0,0,0,0,0
29378772_856201,1,1,2,2,2,2
29378774_702002,0,0,0,0,0,0
29378774_712352,0,0,0,0,0,0
29378774_712431,0,0,0,0,0,0
29378774_712493,0,0,0,0,0,0
29378774_783422,0,0,0,0,0,0
29378774_947179,2,2,2,2,2,2
29378774_947397,2,2,2,2,2,2
29378774_947417,0,0,0,0,0,0
29378777_1103369,0,0,0,0,0,0
29378777_2698682,0,0,0,0,0,0
29378777_3452808,1,2,2,2,2,2
29378777_3452851,1,2,2,2,2,2
29378777_379357,1,2,2,2,2,2
29378777_4273543,1,2,2,2,2,2
29378777_4273546,1,2,2,2,2,2
29378777_4273551,1,2,2,2,2,2
29378777_4273583,1,2,2,2,2,2
29378777_4273594,1,2,2,2,2,2
29378777_4273636,0,0,0,0,0,0
29378777_428980,0,0,0,0,0,0
29378777_428992,1,1,0,0,0,0
29378777_429002,1,1,0,0,0,0
29378777_429022,1,1,1,1,1,0
29378777_5023657,0,0,0,0,0,0
29378777_761898,2,2,2,2,2,2
29378777_762119,1,2,2,2,2,2
29378777_762494,1,2,2,2,2,2
29378777_762495,1,2,2,2,2,2
29378777_762503,1,2,2,2,2,2
29378781_195381,1,1,1,1,1,1
29378781_195389,1,1,1,1,1,1
29378781_195902,1,1,1,1,1,1
29378781_521837,2,2,2,2,2,2
29378781_521902,0,0,0,0,0,0
29378782_152022,1,0,0,0,0,0
29378785_1567846,0,0,0,0,0,0
29378785_1567984,0,0,0,0,0,0
29378785_1568103,0,0,0,0,0,0
29378785_2321311,0,0,0,0,0,0
29378789_264264,0,0,0,0,0,0
29378789_264346,0,0,0,0,0,0
29378789_264357,0,0,0,0,0,0
29378790_844970,0,0,0,0,0,0
29378793_72467,1,2,2,2,2,2
29378793_72471,1,2,2,2,2,2
29378793_72475,1,2,2,2,2,2
29378793_72545,1,2,2,2,2,2
29378793_72724,1,2,2,2,2,2
29378798_1396153,1,1,0,0,0,0
29378798_1396160,0,0,0,0,0,0
29378798_1448327,1,0,0,0,0,0
29378798_1448354,1,0,0,0,0,0
29378798_1448358,1,0,0,0,0,0
29378800_1012811,1,1,2,2,2,2
29378800_1012858,1,1,2,2,2,2
29378800_1012881,1,1,2,2,2,2
29378800_1013305,1,1,2,2,2,2
29378800_1892787,0,0,0,0,0,0
29378800_1892832,1,2,2,2,2,2
29378800_1895868,1,1,0,0,0,0
29378800_1895877,1,1,0,0,0,0
29378800_1895943,1,1,0,0,0,0
29378800_1895963,1,1,0,0,0,0
29378800_1896006,1,0,0,0,0,0
29378800_1896015,1,0,0,0,0,0
29378800_2781542,1,2,2,2,2,2
29378800_2818208,1,1,1,0,0,0
29378800_2818210,1,1,1,0,0,0
29378800_2818217,0,0,0,0,0,0
29378800_2818239,0,0,0,0,0,0
29378800_2818243,1,1,0,0,0,0
29378800_2818257,0,0,0,0,0,0
29378800_2818265,0,0,0,0,0,0
29378800_2818274,1,1,1,1,1,1
29378800_2818284,1,1,1,1,1,1
29378800_2818296,1,1,1,1,1,1
29378800_2818300,1,1,1,1,1,1
29378800_2818307,0,0,0,0,0,0
29378800_2818316,0,0,0,0,0,0
29378800_3514618,0,0,0,0,0,0
29378800_3668062,1,1,1,1,1,1
29378800_3668076,0,0,0,0,0,0
29378800_3668088,1,1,1,1,1,1
29378800_3668096,1,1,1,1,1,1
29378800_3668100,1,1,1,1,1,1
29378800_3668101,1,1,1,1,1,1
29378800_3668131,1,1,1,1,1,1
29378800_3668132,0,0,0,0,0,0
29378800_3668133,1,1,1,1,1,1
29378800_3668140,1,1,1,1,1,1
29378800_3668156,0,0,0,0,0,0
29378800_3668172,0,0,0,0,0,0
29378800_3668184,0,0,0,0,0,0
29378800_3692854,0,0,0,0,0,0
29378800_3692859,0,0,0,0,0,0
29378800_3692862,1,1,1,1,0,0
29378800_3692867,0,0,0,0,0,0
29378800_3692868,0,0,0,0,0,0
29378800_3692869,0,0,0,0,0,0
29378800_3692877,0,0,0,0,0,0
29378800_3692881,1,1,1,1,0,0
29378800_3692882,0,0,0,0,0,0
29378800_3692894,0,0,0,0,0,0
29378800_3692895,0,0,0,0,0,0
29378800_3692902,0,0,0,0,0,0
29378800_3692907,0,0,0,0,0,0
29378800_3692911,0,0,0,0,0,0
29378800_3692919,0,0,0,0,0,0
29378800_3692929,0,0,0,0,0,0
29378800_3692931,0,0,0,0,0,0
29378800_3692938,0,0,0,0,0,0
29378800_3692939,1,0,0,0,0,0
29378800_3692949,0,0,0,0,0,0
29378800_3692952,0,0,0,0,0,0
29378800_3692954,0,0,0,0,0,0
29378800_3692980,0,0,0,0,0,0
29378800_3692981,1,1,1,0,0,0
29378800_3692982,0,0,0,0,0,0
29378800_706226,0,0,0,0,0,0
29378800_92292,0,0,0,0,0,0
29378800_981459,0,0,0,0,0,0
29378800_981461,0,0,0,0,0,0
29378800_981468,1,0,0,0,0,0
29378800_981473,1,1,1,1,1,1
29378800_981474,2,2,2,2,2,2
29378800_981480,1,1,1,1,1,1
29378800_987148,2,2,2,2,2,2
29378800_987392,2,2,2,2,2,2
29378800_987451,1,1,2,2,2,2
29378801_1120533,0,0,0,0,0,0
29378801_1120606,0,0,0,0,0,0
29378803_10243610,1,0,0,0,0,0
29378803_10243705,1,0,0,0,0,0
29378803_10413885,0,0,0,0,0,0
29378803_10415125,0,0,0,0,0,0
29378803_10415127,0,0,0,0,0,0
29378803_10415130,0,0,0,0,0,0
29378803_10415134,0,0,0,0,0,0
29378803_10415135,0,0,0,0,0,0
29378803_10433723,0,0,0,0,0,0
29378803_10433827,0,0,0,0,0,0
29378803_4553012,0,0,0,0,0,0
29378803_5570533,1,0,0,0,0,0
29378803_5570665,0,0,0,0,0,0
29378803_7761179,0,0,0,0,0,0
29378803_7761206,0,0,0,0,0,0
29378803_7761365,1,0,0,0,0,0
29378803_7794668,0,0,0,0,0,0
29378803_7794727,1,0,0,0,0,0
29378803_7794791,1,0,0,0,0,0
29378803_7795037,1,0,0,0,0,0
29378803_7815533,1,0,0,0,0,0
29378803_7831915,0,0,0,0,0,0
29378803_7831955,0,0,0,0,0,0
29378807_120175,1,0,0,0,0,0
29378809_152810,0,0,0,0,0,0
29378810_1023106,0,0,0,0,0,0
29378810_1048024,0,0,0,0,0,0
29378810_1048062,0,0,0,0,0,0
29378810_187928,2,2,2,2,2,2
29378810_435712,1,2,2,2,2,2
29378810_438114,1,2,2,2,2,2
29378810_438139,1,2,2,2,2,2
29378810_438222,1,2,2,2,2,2
29378810_438259,1,2,2,2,2,2
29378810_446535,1,2,2,2,2,2
29378810_446595,1,2,2,2,2,2
29378810_446668,1,2,2,2,2,2
29378810_446674,1,2,2,2,2,2
29378810_446799,1,2,2,2,2,2
29378810_446836,1,2,2,2,2,2
29378810_446850,1,2,2,2,2,2
29378810_782008,0,0,0,0,0,0
29378810_782046,0,0,0,0,0,0
29378810_782048,0,0,0,0,0,0
29378810_840880,0,0,0,0,0,0
29378810_840907,0,0,0,0,0,0
29378810_840908,0,0,0,0,0,0
29378810_840943,1,1,1,1,1,1
29378810_840945,0,0,0,0,0,0
29378810_840950,0,0,0,0,0,0
29378810_840951,0,0,0,0,0,0
29378810_840955,0,0,0,0,0,0
29378810_840958,1,1,1,1,1,1
29378810_840967,0,0,0,0,0,0
29378810_840968,0,0,0,0,0,0
29378810_840969,2,2,2,2,2,2
29378810_840972,0,0,0,0,0,0
29378810_841005,0,0,0,0,0,0
29378810_841007,0,0,0,0,0,0
29378810_841010,0,0,0,0,0,0
29378810_841011,0,0,0,0,0,0
29378810_841039,0,0,0,0,0,0
29378810_841118,0,0,0,0,0,0
29378810_841119,0,0,0,0,0,0
29378811_110935,0,0,0,0,0,0
29378811_113495,0,0,0,0,0,0
29378811_113570,0,0,0,0,0,0
29378811_113579,0,0,0,0,0,0
29378811_113695,0,0,0,0,0,0
29378811_113710,0,0,0,0,0,0
29378811_113898,0,0,0,0,0,0
29378811_113920,0,0,0,0,0,0
29378811_113997,0,0,0,0,0,0
29378811_1145268,1,1,0,0,0,0
29378811_1595695,1,1,0,0,0,0
29378811_1595702,0,0,0,0,0,0
29378811_1595820,1,1,0,0,0,0
29378811_2889610,0,0,0,0,0,0
29378811_60478,1,1,0,0,0,0
29378815_370444,2,2,2,2,2,2
29378815_390362,2,2,2,2,2,2
29378815_430245,2,2,2,2,2,2
29378815_430298,0,0,0,0,0,0
29378819_1248664,0,0,0,0,0,0
29378819_1343448,0,0,0,0,0,0
29378819_2525805,0,0,0,0,0,0
29378819_2640800,0,0,0,0,0,0
29378819_937061,0,0,0,0,0,0
29378820_1414388,0,0,0,0,0,0
29378820_1414429,0,0,0,0,0,0
29378820_1414430,0,0,0,0,0,0
29378820_1949879,0,0,0,0,0,0
29378820_1950186,0,0,0,0,0,0
29378820_1950209,0,0,0,0,0,0
29378820_1951285,0,0,0,0,0,0
29378820_1951299,0,0,0,0,0,0
29378820_1951440,0,0,0,0,0,0
29378820_213772,2,2,2,2,2,2
29378820_214232,0,0,0,0,0,0
29378820_2393907,0,0,0,0,0,0
29378820_2393917,0,0,0,0,0,0
29378820_2393924,0,0,0,0,0,0
29378820_2393929,0,0,0,0,0,0
29378820_2393960,0,0,0,0,0,0
29378820_2393967,0,0,0,0,0,0
29378820_2394005,1,1,1,1,1,0
29378820_2394028,1,0,0,0,0,0
29378820_3133821,2,2,2,2,2,2
29378820_3576891,1,2,2,2,2,2
29378820_3576916,1,0,0,0,0,0
29378820_3576931,1,2,2,2,2,2
29378820_3625740,1,2,2,2,2,2
29378820_3626240,1,2,2,2,2,2
29378820_3647112,1,2,2,2,2,2
29378820_3679021,1,2,2,2,2,2
29378820_69327,2,2,2,2,2,2
29378820_69331,0,0,0,0,0,0
29378820_891581,2,2,2,2,2,2
29378820_891706,2,2,2,2,2,2
29378823_1002499,0,0,0,0,0,0
29378823_1025088,0,0,0,0,0,0
29378823_1025095,0,0,0,0,0,0
29378823_1026114,0,0,0,0,0,0
29378823_1026278,0,0,0,0,0,0
29378823_1072184,0,0,0,0,0,0
29378823_1072211,0,0,0,0,0,0
29378823_336491,0,0,0,0,0,0
29378823_336519,2,2,2,2,2,2
29378823_336540,0,0,0,0,0,0
29378823_336571,0,0,0,0,0,0
29378823_848910,0,0,0,0,0,0
29378823_849001,0,0,0,0,0,0
29378823_857244,0,0,0,0,0,0
29378823_986408,0,0,0,0,0,0
29378825_504933,0,0,0,0,0,0
29378825_504981,1,0,0,0,0,0
29378826_1092801,0,0,0,0,0,0
29378826_1168684,0,0,0,0,0,0
29378826_1532245,0,0,0,0,0,0
29378826_1532437,0,0,0,0,0,0
29378826_1532438,0,0,0,0,0,0
29378826_1534351,1,1,2,2,2,2
29378826_2482910,0,0,0,0,0,0
29378826_482894,0,0,0,0,0,0
29378826_503737,0,0,0,0,0,0
29378826_707863,0,0,0,0,0,0
29378826_707901,0,0,0,0,0,0
29378826_707974,0,0,0,0,0,0
29378826_708076,0,0,0,0,0,0
29378826_708108,0,0,0,0,0,0
29378826_708142,0,0,0,0,0,0
29378827_2758901,0,0,0,0,0,0
29378827_2758905,0,0,0,0,0,0
29378827_2759025,0,0,0,0,0,0
29378827_2957308,0,0,0,0,0,0
29378827_2957386,0,0,0,0,0,0
29378827_2957397,0,0,0,0,0,0
29378827_2957432,0,0,0,0,0,0
29378827_2957494,0,0,0,0,0,0
29378827_2957517,0,0,0,0,0,0
29378827_2957540,0,0,0,0,0,0
29378827_2957563,0,0,0,0,0,0
29378828_930128,1,1,2,2,2,2
29378828_939681,1,1,2,2,2,2
29378828_939756,1,1,2,2,2,2
29378829_1211252,2,2,2,2,2,2
29378829_1305194,2,2,2,2,2,2
29378829_1554224,1,1,1,1,1,0
29378829_1554227,1,1,1,1,1,0
29378829_1554228,1,1,1,1,1,0
29378829_1554230,1,1,1,1,1,0
29378829_1554249,1,1,1,1,1,0
29378829_1554250,1,1,0,0,0,0
29378829_1554260,1,1,1,1,1,0
29378829_1554261,1,1,1,1,1,0
29378829_1554280,1,1,0,0,0,0
29378829_1554286,1,1,0,0,0,0
29378829_1554308,0,0,0,0,0,0
29378829_1554337,1,1,1,1,1,0
29378829_1554345,1,1,1,1,1,0
29378829_1554354,0,0,0,0,0,0
29378829_1554361,0,0,0,0,0,0
29378829_1558359,0,0,0,0,0,0
29378829_1558448,2,2,2,2,2,2
29378829_1610415,2,2,2,2,2,2
29378829_1610423,0,0,0,0,0,0
29378829_2115934,0,0,0,0,0,0
29378829_219255,0,0,0,0,0,0
29378829_219257,1,0,0,0,0,0
29378829_219989,1,0,0,0,0,0
29378829_220035,1,0,0,0,0,0
29378829_2206914,1,0,0,0,0,0
29378829_2411115,1,0,0,0,0,0
29378829_2411196,1,0,0,0,0,0
29378829_2543419,1,0,0,0,0,0
29378829_2705828,0,0,0,0,0,0
29378829_2705855,1,0,0,0,0,0
29378829_2738701,0,0,0,0,0,0
29378829_2739006,0,0,0,0,0,0
29378829_2739059,0,0,0,0,0,0
29378829_2739133,0,0,0,0,0,0
29378829_281253,1,0,0,0,0,0
29378829_3237401,0,0,0,0,0,0
29378829_501748,1,0,0,0,0,0
29378829_501755,1,0,0,0,0,0
29378829_503903,0,0,0,0,0,0
29378829_503982,0,0,0,0,0,0
29378829_503990,0,0,0,0,0,0
29378829_503991,0,0,0,0,0,0
29378829_504002,0,0,0,0,0,0
29378829_504012,0,0,0,0,0,0
29378829_504018,0,0,0,0,0,0
29378829_508293,1,0,0,0,0,0
29378829_864987,1,2,2,2,2,2
29378829_865120,1,2,2,2,2,2
29378830_1071657,0,0,0,0,0,0
29378830_1071710,0,0,0,0,0,0
29378830_83122,0,0,0,0,0,0
29378830_83173,1,1,2,2,2,2
29378830_83175,1,1,2,2,2,2
29378830_83187,1,1,2,2,2,2
29378830_83197,0,0,0,0,0,0
29378830_83227,0,0,0,0,0,0
29378830_893380,1,0,0,0,0,0
29378831_45354,0,0,0,0,0,0
29378831_45375,0,0,0,0,0,0
29378831_45377,0,0,0,0,0,0
29378831_45413,0,0,0,0,0,0
29378831_45429,1,0,0,0,0,0
29378831_45430,0,0,0,0,0,0
29378831_45446,1,1,1,1,1,0
29378831_45469,1,1,0,0,0,0
29378831_45505,0,0,0,0,0,0
29378831_45513,0,0,0,0,0,0
29378831_45545,0,0,0,0,0,0
29378832_1219458,1,2,2,2,2,2
29378832_1219587,1,2,2,2,2,2
29378832_1386849,1,2,2,2,2,2
